# %ECSV 1.0
# ---
# datatype:
# - {name: ID, datatype: int64}
# - {name: I17ID, datatype: int64}
# - {name: RAdeg, unit: deg, datatype: float64}
# - {name: DEdeg, unit: deg, datatype: float64}
# - {name: z, datatype: float64}
# - {name: e_z, datatype: float64}
# - {name: Conf, datatype: int64}
# - {name: EW0, unit: Angstrom, datatype: float64}
# - {name: e_EW0, unit: Angstrom, datatype: float64}
# - {name: MUV, unit: mag, datatype: float64}
# - {name: e_MUV, unit: mag, datatype: float64}
# - {name: logLLya, unit: dex(erg / s), datatype: float64}
# - {name: e_logLLya, unit: dex(erg / s), datatype: float64}
# - {name: Peaksep, unit: km / s, datatype: float64}
# - {name: e_Peaksep, unit: km / s, datatype: float64}
# - {name: FWHM, unit: km / s, datatype: float64}
# - {name: e_FWHM, unit: km / s, datatype: float64}
# - {name: Asym, datatype: float64}
# - {name: e_Asym, datatype: float64}
# - {name: Re, unit: kpc, datatype: float64}
# - {name: e_Re, unit: kpc, datatype: float64}
# - {name: axisratio, datatype: float64}
# - {name: e_axisratio, datatype: float64}
# - {name: f_esc_Lya, datatype: float64}
# - {name: e_f_esc_Lya, datatype: float64}
# - {name: logLLya_int, unit: dex(erg / s), datatype: float64}
# - {name: e_logLLya_int, unit: dex(erg / s), datatype: float64}
# - {name: logN_ion, unit: dex(1 / s), datatype: float64}
# - {name: e_logN_ion, unit: dex(1 / s), datatype: float64}
# - {name: logL1200, unit: dex(erg / (Angstrom s)), datatype: float64}
# - {name: e_logL1200, unit: dex(erg / (Angstrom s)), datatype: float64}
# meta: !!omap
# - __serialized_columns__:
#     DEdeg:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id001 !astropy.units.Unit {unit: deg}
#       value: !astropy.table.SerializedColumn {name: DEdeg}
#     EW0:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id002 !astropy.units.Unit {unit: Angstrom}
#       value: !astropy.table.SerializedColumn {name: EW0}
#     FWHM:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: FWHM}
#     MUV:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id003 !astropy.units.Unit {unit: mag}
#       value: !astropy.table.SerializedColumn {name: MUV}
#     Peaksep:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: Peaksep}
#     RAdeg:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: RAdeg}
#     Re:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id004 !astropy.units.Unit {unit: kpc}
#       value: !astropy.table.SerializedColumn {name: Re}
#     e_EW0:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id002
#       value: !astropy.table.SerializedColumn {name: e_EW0}
#     e_FWHM:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: e_FWHM}
#     e_MUV:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id003
#       value: !astropy.table.SerializedColumn {name: e_MUV}
#     e_Peaksep:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: e_Peaksep}
#     e_Re:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id004
#       value: !astropy.table.SerializedColumn {name: e_Re}
#     e_logL1200:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / (Angstrom s))}
#       value: !astropy.table.SerializedColumn {name: e_logL1200}
#     e_logLLya:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: e_logLLya}
#     e_logLLya_int:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: e_logLLya_int}
#     e_logN_ion:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(1 / s)}
#       value: !astropy.table.SerializedColumn {name: e_logN_ion}
#     logL1200:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / (Angstrom s))}
#       value: !astropy.table.SerializedColumn {name: logL1200}
#     logLLya:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: logLLya}
#     logLLya_int:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: logLLya_int}
#     logN_ion:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(1 / s)}
#       value: !astropy.table.SerializedColumn {name: logN_ion}
# schema: astropy-2.0
ID I17ID RAdeg DEdeg z e_z Conf EW0 e_EW0 MUV e_MUV logLLya e_logLLya Peaksep e_Peaksep FWHM e_FWHM Asym e_Asym Re e_Re axisratio e_axisratio f_esc_Lya e_f_esc_Lya logLLya_int e_logLLya_int logN_ion e_logN_ion logL1200 e_logL1200
8153481 6482 53.17762 -27.76995 4.5094 0.0046 2 100.97 0.0 -16.869 0.0 41.69 0.72 0.0 0.0 164.91 73.34 0.17 0.12 1.0 0.0 1.0 0.0 0.485 0.0 42.004 0.313 52.928 0.136 39.686 0.313
8163482 5695 53.13892 -27.80235 4.5131 0.0033 2 89.43 0.0 -16.637 0.0 41.55 1.18 0.0 0.0 113.28 54.45 -0.04 0.16 1.0 0.0 1.0 0.0 0.429 0.0 41.918 0.512 52.842 0.223 39.599 0.512
8173483 7197 53.15043 -27.78104 4.5156 0.0011 2 103.71 34.17 -17.559 0.29 41.98 0.44 355.39 87.97 148.12 430.85 -0.48 0.13 1.23 0.52 0.83 0.57 0.498 0.164 42.283 0.238 53.207 0.103 39.964 0.239
8183484 4001 53.14175 -27.77452 4.512 0.0032 3 122.2 0.0 -17.025 0.0 41.84 0.58 0.0 0.0 163.81 43.65 0.22 0.06 1.0 0.0 1.0 0.0 0.587 0.0 42.071 0.252 52.995 0.109 39.753 0.252
8203486 7315 53.14998 -27.76552 4.513 0.0022 2 34.9 14.17 -17.861 0.328 41.63 0.62 0.0 0.0 75.8 48.0 0.16 0.08 1.0 0.0 1.0 0.0 0.168 0.068 42.405 0.321 53.329 0.139 40.087 0.322
8213487 7341 53.1743 -27.80921 4.5109 0.0117 2 73.47 28.26 -17.5 0.339 41.81 0.51 0.0 0.0 344.09 77.23 0.08 0.09 0.76 0.51 1.0 0.0 0.353 0.136 42.262 0.278 53.186 0.121 39.944 0.278
8223488 0 53.17509 -27.80614 4.5115 0.001 2 83.35 36.94 -17.522 0.407 41.87 0.54 429.78 63.18 366.98 121.63 0.11 0.12 1.0 0.0 1.0 0.0 0.4 0.177 42.268 0.303 53.192 0.132 39.949 0.304
8243490 6502 53.15554 -27.76549 4.5167 0.002 1 27.61 0.0 -16.955 0.0 41.17 2.0 0.0 0.0 54.58 102.86 0.27 0.11 1.0 0.0 1.0 0.0 0.133 0.0 42.046 0.869 52.97 0.378 39.729 0.869
8253491 0 53.17479 -27.77608 4.5166 0.0029 1 24.4 16.46 -17.514 0.388 41.34 1.31 0.0 0.0 44.4 200.73 0.22 0.19 1.0 0.0 1.0 0.0 0.117 0.079 42.272 0.64 53.196 0.278 39.953 0.639
8293500 5073 53.17733 -27.77393 4.5166 0.0029 2 81.47 0.0 -16.678 0.0 41.52 1.04 0.0 0.0 113.14 97.97 0.24 0.14 1.0 0.0 1.0 0.0 0.391 0.0 41.928 0.452 52.852 0.196 39.609 0.452
8303501 0 53.17153 -27.77488 4.5158 0.0035 1 68.71 0.0 -16.813 0.0 41.5 1.0 0.0 0.0 169.75 125.06 0.37 0.08 3.0 0.0 0.5 0.0 0.33 0.0 41.981 0.435 52.905 0.189 39.663 0.434
8313503 2727 53.16261 -27.8036 4.5256 0.0008 3 205.5 51.94 -18.236 0.263 42.55 0.15 381.15 24.72 220.04 11.79 0.17 0.02 0.56 0.23 1.0 0.0 1.0 0.0 42.55 0.065 53.474 0.028 40.237 0.128
8323504 5863 53.16474 -27.79324 4.5221 0.0036 2 71.66 0.0 -16.978 0.0 41.59 0.92 0.0 0.0 172.09 78.92 0.26 0.09 1.0 0.0 1.0 0.0 0.344 0.0 42.053 0.4 52.977 0.174 39.735 0.399
8343506 3857 53.1264 -27.79162 4.5267 0.0038 2 31.55 14.75 -17.967 0.336 41.63 0.8 0.0 0.0 124.89 64.57 0.15 0.11 1.0 0.0 1.0 0.0 0.151 0.071 42.451 0.403 53.375 0.175 40.131 0.403
8353507 7261 53.17061 -27.80319 4.5257 0.0009 2 8.88 6.45 -18.635 0.161 41.34 1.64 439.78 47.78 225.68 88.75 0.05 0.13 7.12 1.17 0.14 0.05 0.043 0.031 42.707 0.777 53.631 0.338 40.392 0.778
8363508 3494 53.18798 -27.78907 4.5278 0.0029 2 58.06 22.6 -17.616 0.327 41.75 0.56 0.0 0.0 154.54 30.13 0.36 0.02 0.62 0.52 1.0 0.0 0.279 0.108 42.304 0.296 53.228 0.129 39.986 0.296
8373509 0 53.18696 -27.78783 4.5283 0.0035 2 115.86 0.0 -16.805 0.0 41.73 0.63 0.0 0.0 162.49 60.37 0.22 0.09 1.0 0.0 1.0 0.0 0.556 0.0 41.985 0.274 52.909 0.119 39.666 0.274
8383510 7397 53.17976 -27.79541 4.533 0.0033 2 139.08 0.0 -17.009 0.0 41.89 0.49 0.0 0.0 171.78 40.78 0.25 0.05 1.0 0.0 1.0 0.0 0.668 0.0 42.065 0.213 52.989 0.093 39.747 0.213
8393511 2861 53.18575 -27.7834 4.532 0.0059 2 68.03 28.15 -17.939 0.371 41.95 0.53 0.0 0.0 283.71 51.37 0.17 0.09 0.68 0.51 1.0 0.0 0.327 0.135 42.435 0.292 53.359 0.127 40.117 0.292
8403512 6498 53.19473 -27.78464 4.5394 0.0032 2 166.09 0.0 -16.97 0.0 41.95 0.52 0.0 0.0 168.95 25.82 0.33 0.04 1.0 0.0 1.0 0.0 0.797 0.0 42.049 0.225 52.973 0.098 39.73 0.226
8463524 7329 53.1777 -27.77305 4.5554 0.0051 2 53.56 21.29 -17.456 0.259 41.65 0.73 0.0 0.0 148.72 61.2 0.12 0.1 1.99 0.77 1.0 0.0 0.257 0.102 42.24 0.361 53.164 0.157 39.921 0.361
8543537 7335 53.17714 -27.77812 4.5972 0.0036 2 75.41 0.0 -16.782 0.0 41.53 0.92 0.0 0.0 147.56 53.61 0.17 0.09 0.95 0.75 1.0 0.0 0.362 0.0 41.971 0.4 52.895 0.174 39.653 0.399
8603552 6911 53.16573 -27.81645 4.6151 0.001 3 179.88 13.25 -18.899 0.009 42.76 0.17 576.06 48.54 173.32 15.93 0.2 0.02 2.59 0.38 0.23 0.15 0.863 0.064 42.824 0.08 53.748 0.035 40.505 0.08
8673576 4087 53.18382 -27.77734 4.6418 0.0061 2 38.64 24.43 -17.859 0.555 41.67 0.85 0.0 0.0 108.55 41.93 0.09 0.09 1.0 0.0 1.0 0.0 0.185 0.117 42.403 0.46 53.327 0.2 40.083 0.46
8683577 4826 53.18487 -27.78561 4.6422 0.0036 2 186.25 0.0 -17.007 0.0 42.02 0.67 0.0 0.0 133.88 64.6 0.2 0.11 1.0 0.0 1.0 0.0 0.894 0.0 42.069 0.291 52.993 0.126 39.75 0.291
8713591 0 53.16931 -27.8083 4.6687 0.0034 2 160.81 0.0 -16.745 0.0 41.85 0.73 0.0 0.0 161.5 55.35 0.24 0.07 1.0 0.0 1.0 0.0 0.772 0.0 41.962 0.317 52.886 0.138 39.644 0.317
8743595 0 53.18629 -27.78595 4.6764 0.0117 1 26.96 0.0 -17.144 0.0 41.23 2.33 0.0 0.0 317.71 154.38 0.14 0.17 1.0 0.0 1.0 0.0 0.129 0.0 42.119 1.013 53.043 0.44 39.799 1.013
8753596 2155 53.16945 -27.76558 4.6869 0.0034 3 222.3 53.28 -18.476 0.25 42.68 0.14 0.0 0.0 185.62 10.83 0.18 0.04 0.66 0.13 1.0 0.0 1.0 0.0 42.68 0.061 53.604 0.026 40.333 0.121
8803604 1783 53.19001 -27.77904 4.7045 0.0008 3 43.6 4.58 -20.049 0.07 42.6 0.19 227.29 35.55 224.09 203.38 0.31 0.11 9.06 8.36 0.78 0.12 0.209 0.022 43.28 0.094 54.204 0.041 40.961 0.094
8823606 7253 53.12472 -27.78757 4.6977 0.0062 2 47.98 17.18 -18.24 0.262 41.92 0.61 0.0 0.0 295.24 76.1 0.27 0.42 1.02 0.36 1.0 0.0 0.23 0.082 42.558 0.307 53.482 0.133 40.239 0.307
8863611 5742 53.16897 -27.79658 4.7046 0.0048 2 73.87 0.0 -17.111 0.0 41.66 0.91 0.0 0.0 127.61 50.41 0.11 0.1 1.0 0.0 1.0 0.0 0.355 0.0 42.11 0.395 53.034 0.172 39.792 0.395
8893619 3847 53.18089 -27.79033 4.7282 0.0024 2 164.68 0.0 -16.808 0.0 41.88 0.6 0.0 0.0 107.08 30.48 0.19 0.06 1.0 0.0 1.0 0.0 0.79 0.0 41.982 0.261 52.906 0.113 39.663 0.261
8903620 6457 53.13818 -27.79858 4.7284 0.0089 1 159.32 0.0 -16.922 0.0 41.91 0.34 0.0 0.0 152.71 128.59 0.14 0.23 1.0 0.0 1.0 0.0 0.765 0.0 42.026 0.148 52.95 0.064 39.708 0.148
8913621 0 53.18056 -27.79366 4.7276 0.529 1 85.49 0.0 -16.734 0.0 41.57 1.05 0.0 0.0 228.84 133.56 -0.0 0.19 1.0 0.0 1.0 0.0 0.41 0.0 41.957 0.456 52.881 0.198 39.638 0.456
8923622 0 53.18557 -27.78732 4.7273 0.0073 2 55.91 16.88 -18.656 0.253 42.15 0.44 0.0 0.0 306.59 82.92 0.17 0.09 3.17 0.46 0.36 0.12 0.268 0.081 42.722 0.232 53.646 0.101 40.403 0.231
8943624 7367 53.15889 -27.78927 4.7371 0.0025 2 100.14 0.0 -16.93 0.0 41.72 0.94 0.0 0.0 119.36 61.35 0.36 0.04 1.0 0.0 1.0 0.0 0.481 0.0 42.038 0.408 52.962 0.177 39.719 0.409
8953625 6460 53.16101 -27.7929 4.7479 0.0049 3 70.01 22.64 -19.197 0.332 42.47 0.23 0.0 0.0 265.83 33.68 0.23 0.03 1.51 0.15 0.89 0.11 0.336 0.109 42.944 0.172 53.868 0.075 40.625 0.172
8963626 7071 53.12735 -27.78516 4.7573 0.0044 3 124.53 9.04 -19.089 0.049 42.67 0.13 0.0 0.0 241.24 10.0 0.22 0.01 1.6 0.17 0.65 0.1 0.598 0.043 42.893 0.065 53.817 0.028 40.575 0.065
8973627 7147 53.16757 -27.81499 4.7572 0.0053 2 49.59 16.09 -18.289 0.222 41.95 0.58 0.0 0.0 246.33 49.49 0.17 0.07 1.95 0.45 1.0 0.0 0.238 0.077 42.573 0.289 53.497 0.126 40.255 0.288
8983628 0 53.12682 -27.78481 4.7576 0.0173 2 246.4 0.0 -16.49 0.0 41.93 1.21 0.0 0.0 250.43 103.08 0.07 0.16 1.0 0.0 1.0 0.0 1.0 0.0 41.93 0.525 52.854 0.228 39.538 0.526
8993629 6448 53.17223 -27.79503 4.7595 0.0118 1 188.71 0.0 -16.314 0.0 41.74 0.84 0.0 0.0 311.8 118.34 -0.08 0.17 1.0 0.0 1.0 0.0 0.906 0.0 41.783 0.365 52.707 0.159 39.464 0.365
9033633 4927 53.15533 -27.78952 4.7675 0.0114 2 89.59 0.0 -16.887 0.0 41.65 0.91 0.0 0.0 264.71 100.59 -0.05 0.24 1.0 0.0 1.0 0.0 0.43 0.0 42.017 0.395 52.941 0.172 39.698 0.395
9043634 4596 53.13885 -27.79126 4.7717 0.0028 2 180.16 0.0 -16.55 0.0 41.82 0.44 0.0 0.0 137.51 37.26 0.1 10.0 1.0 0.0 1.0 0.0 0.865 0.0 41.883 0.191 52.807 0.083 39.564 0.191
9063636 0 53.1581 -27.79873 4.7742 0.0037 3 152.72 69.95 -17.955 0.476 42.31 0.28 0.0 0.0 186.02 23.27 0.17 0.03 1.0 0.0 1.0 0.0 0.733 0.336 42.445 0.233 53.369 0.101 40.126 0.233
9093639 3723 53.19266 -27.79066 4.774 0.0036 3 73.76 21.91 -18.085 0.274 42.04 0.36 0.0 0.0 179.19 30.51 0.18 0.05 1.0 0.0 1.0 0.0 0.354 0.105 42.491 0.202 53.415 0.088 40.172 0.203
9103640 0 53.15816 -27.79828 4.7733 0.0047 2 617.59 0.0 -16.414 0.0 42.3 0.28 0.0 0.0 152.94 64.24 0.15 0.11 1.0 0.0 1.0 0.0 1.0 0.0 42.3 0.122 53.224 0.053 39.509 0.122
9123642 0 53.16725 -27.76006 4.7832 0.0009 3 544.29 237.7 -17.469 0.461 42.67 0.2 302.01 33.88 206.02 140.5 0.19 0.16 1.57 0.64 1.0 0.0 1.0 0.0 42.67 0.087 53.594 0.038 39.934 0.209
9133643 2814 53.14791 -27.76632 4.7772 0.0032 2 25.11 8.48 -18.316 0.145 41.67 0.71 0.0 0.0 164.47 41.91 0.3 0.04 1.0 0.0 1.0 0.0 0.121 0.041 42.587 0.342 53.511 0.149 40.27 0.342
9143644 2247 53.15461 -27.76397 4.783 0.0008 3 38.36 5.95 -19.036 0.081 42.14 0.31 233.23 33.15 47.24 264.84 0.25 0.25 8.55 1.11 0.23 0.03 0.184 0.029 42.875 0.151 53.799 0.066 40.556 0.151
9153645 3746 53.16334 -27.76083 4.7777 0.0044 2 198.0 0.0 -16.206 0.0 41.72 0.66 0.0 0.0 188.93 62.75 0.2 0.08 1.0 0.0 1.0 0.0 0.95 0.0 41.742 0.287 52.666 0.125 39.423 0.287
9163646 0 53.16849 -27.76292 4.7751 0.0074 1 10.9 5.67 -18.816 0.092 41.51 1.18 0.0 0.0 275.25 114.29 0.19 0.13 8.05 1.31 0.5 0.0 0.052 0.027 42.794 0.56 53.718 0.244 40.473 0.559
9173647 2136 53.14377 -27.79086 4.7823 0.0039 3 23.69 6.1 -18.758 0.188 41.82 0.44 0.0 0.0 209.25 8.32 0.21 0.02 1.81 0.3 0.37 0.14 0.114 0.029 42.763 0.221 53.687 0.096 40.445 0.221
9183648 7392 53.148 -27.79751 4.781 0.0087 2 169.9 0.0 -16.619 0.0 41.82 0.44 0.0 0.0 217.54 82.67 -0.02 0.31 1.0 0.0 1.0 0.0 0.816 0.0 41.908 0.191 52.832 0.083 39.59 0.191
9213653 4266 53.185 -27.79587 4.7896 0.0026 3 405.27 0.0 -16.353 0.0 42.09 0.31 0.0 0.0 120.01 16.22 0.15 0.03 1.0 0.0 1.0 0.0 1.0 0.0 42.09 0.135 53.014 0.059 39.482 0.135
9223654 7141 53.1853 -27.79073 4.7866 0.0074 3 57.32 10.48 -19.14 0.145 42.36 0.28 0.0 0.0 354.93 47.88 0.13 0.05 1.79 0.58 0.69 0.25 0.275 0.05 42.921 0.145 53.845 0.063 40.602 0.145
9243656 7305 53.18162 -27.79992 4.7895 0.0164 2 204.54 0.0 -16.414 0.0 41.82 0.67 0.0 0.0 233.73 76.78 0.05 0.12 1.0 0.0 1.0 0.0 1.0 0.0 41.82 0.291 52.744 0.126 39.509 0.291
9263658 0 53.18379 -27.79462 4.7906 0.01 1 64.42 0.0 -16.616 0.0 41.4 2.09 0.0 0.0 371.36 149.92 0.18 0.15 1.0 0.0 1.0 0.0 0.309 0.0 41.91 0.908 52.834 0.395 39.591 0.908
9293667 6529 53.13268 -27.78239 4.8005 0.0068 1 10.57 0.0 -20.406 0.0 42.13 0.38 0.0 0.0 360.68 77.87 0.17 0.11 1.0 0.0 1.0 0.0 0.051 0.0 43.422 0.165 54.346 0.072 41.106 0.165
9303668 5508 53.14563 -27.80519 4.8042 0.0039 2 250.08 0.0 -16.211 0.0 41.82 0.44 0.0 0.0 166.67 58.42 0.23 0.09 1.0 0.0 1.0 0.0 1.0 0.0 41.82 0.191 52.744 0.083 39.422 0.191
9323670 7343 53.15954 -27.80548 4.8005 0.0077 2 260.35 0.0 -15.948 0.0 41.74 1.04 0.0 0.0 404.93 108.33 0.29 0.1 1.0 0.0 1.0 0.0 1.0 0.0 41.74 0.452 52.664 0.196 39.324 0.452
9333671 0 53.16288 -27.80228 4.8107 0.0013 3 1307.45 0.0 -16.229 0.0 42.55 0.23 150.16 99.76 150.23 93.47 0.26 0.09 1.0 0.0 1.0 0.0 1.0 0.0 42.55 0.1 53.474 0.043 39.434 0.1
9353675 6481 53.1705 -27.79679 4.8065 0.0057 2 93.05 0.0 -16.47 0.0 41.5 1.15 0.0 0.0 153.06 67.03 0.12 0.12 1.0 0.0 1.0 0.0 0.447 0.0 41.85 0.499 52.774 0.217 39.531 0.5
9363676 3242 53.15679 -27.76915 4.8086 0.0032 3 99.16 27.91 -17.987 0.264 42.13 0.32 0.0 0.0 146.98 28.83 0.16 0.05 1.89 0.51 1.0 0.0 0.476 0.134 42.452 0.185 53.376 0.08 40.134 0.185
9373677 4189 53.16062 -27.80365 4.8058 0.0031 1 18.94 16.28 -17.626 0.295 41.27 1.88 0.0 0.0 145.34 69.64 0.31 0.07 1.38 0.55 1.0 0.0 0.091 0.078 42.311 0.897 53.235 0.39 39.993 0.897
9383678 1843 53.17983 -27.80087 4.8091 0.0043 3 68.29 6.88 -19.488 0.075 42.57 0.17 0.0 0.0 232.89 12.14 0.18 0.02 1.58 0.37 0.4 0.0 0.328 0.033 43.054 0.086 53.978 0.037 40.736 0.086
9393679 7209 53.1524 -27.76032 4.8095 0.0069 2 39.41 17.76 -18.698 0.112 42.02 1.01 0.0 0.0 158.03 40.24 0.07 0.08 3.88 0.31 0.47 0.06 0.189 0.085 42.744 0.479 53.668 0.208 40.424 0.481
9403680 0 53.17529 -27.76552 4.8025 0.0471 1 217.91 0.0 -16.131 0.0 41.73 0.9 0.0 0.0 372.96 177.67 0.06 0.31 1.0 0.0 1.0 0.0 1.0 0.0 41.73 0.391 52.654 0.17 39.392 0.39
9413681 4542 53.16325 -27.81 4.8086 0.0035 2 290.4 0.0 -16.031 0.0 41.82 0.64 0.0 0.0 177.6 40.11 0.26 0.05 1.0 0.0 1.0 0.0 1.0 0.0 41.82 0.278 52.744 0.121 39.357 0.278
9443684 3840 53.14695 -27.80479 4.808 0.0065 2 223.55 0.0 -16.335 0.0 41.83 0.44 0.0 0.0 288.61 79.74 0.2 0.1 1.0 0.0 1.0 0.0 1.0 0.0 41.83 0.191 52.754 0.083 39.481 0.191
9453685 5882 53.16402 -27.80908 4.8095 0.0031 2 133.21 0.0 -16.355 0.0 41.61 0.93 0.0 0.0 126.16 55.52 0.21 0.09 1.0 0.0 1.0 0.0 0.639 0.0 41.804 0.404 52.728 0.175 39.485 0.404
9463686 3687 53.18064 -27.77287 4.8081 0.0045 2 54.47 25.46 -17.537 0.325 41.69 0.82 0.0 0.0 196.1 59.61 0.2 0.08 1.0 0.0 1.0 0.0 0.261 0.122 42.273 0.41 53.197 0.178 39.954 0.41
9473687 0 53.15209 -27.76001 4.8113 0.0063 2 389.84 0.0 -16.21 0.0 42.02 1.01 0.0 0.0 120.36 84.65 0.06 0.38 1.0 0.0 1.0 0.0 1.0 0.0 42.02 0.439 52.944 0.191 39.429 0.439
9483688 3800 53.1542 -27.79602 4.8186 0.0036 3 89.5 30.08 -17.73 0.278 41.99 0.5 0.0 0.0 166.04 28.27 0.15 0.05 0.65 0.41 1.0 0.0 0.43 0.144 42.357 0.261 53.281 0.113 40.038 0.262
9503690 6427 53.1882 -27.79076 4.8213 0.0042 2 39.24 0.0 -18.398 0.0 41.9 0.66 0.0 0.0 204.1 61.98 0.34 0.06 1.0 0.0 1.0 0.0 0.188 0.0 42.626 0.287 53.55 0.125 40.306 0.287
9513691 5949 53.14425 -27.79859 4.82 0.0044 2 178.75 0.0 -16.584 0.0 41.83 0.44 0.0 0.0 186.75 63.68 0.2 0.1 1.0 0.0 1.0 0.0 0.858 0.0 41.897 0.191 52.821 0.083 39.578 0.191
9523692 2865 53.1689 -27.80347 4.8293 0.0047 2 71.2 32.82 -18.128 0.449 42.05 0.46 0.0 0.0 252.57 33.43 0.29 0.03 2.11 0.68 0.92 0.33 0.342 0.158 42.516 0.283 53.44 0.123 40.198 0.282
9533693 2074 53.17374 -27.80349 4.8363 0.0009 2 29.01 5.09 -19.36 0.074 42.15 0.37 390.58 44.51 173.57 151.07 0.08 0.24 1.89 0.26 0.84 0.12 0.139 0.024 43.007 0.177 53.931 0.077 40.687 0.178
9553695 6434 53.1485 -27.78333 4.8322 0.0025 1 62.86 0.0 -16.308 0.0 41.26 2.11 0.0 0.0 92.51 154.99 0.42 0.05 1.0 0.0 1.0 0.0 0.302 0.0 41.78 0.916 52.704 0.398 39.462 0.915
9583699 6489 53.17112 -27.79741 4.8344 0.0052 2 51.95 0.0 -17.455 0.0 41.64 0.96 0.0 0.0 241.15 79.27 -0.03 1.14 0.89 0.65 1.0 0.0 0.249 0.0 42.244 0.417 53.168 0.181 39.924 0.417
9593700 6370 53.17896 -27.80159 4.8374 0.004 2 231.65 0.0 -16.271 0.0 41.82 0.61 0.0 0.0 158.2 47.4 0.14 0.09 1.0 0.0 1.0 0.0 1.0 0.0 41.82 0.265 52.744 0.115 39.455 0.265
9603701 2687 53.19101 -27.79164 4.8397 0.0036 3 349.88 0.0 -16.895 0.0 42.24 0.27 0.0 0.0 184.71 15.99 0.15 0.03 2.87 0.4 0.37 0.17 1.0 0.0 42.24 0.117 53.164 0.051 39.696 0.117
9623707 7251 53.13765 -27.78254 4.8424 0.0044 3 445.94 0.0 -16.598 0.0 42.23 0.28 0.0 0.0 223.3 33.15 0.2 0.04 1.0 0.0 1.0 0.0 1.0 0.0 42.23 0.122 53.154 0.053 39.581 0.122
9643709 3219 53.14069 -27.78667 4.8469 0.0009 2 25.0 9.92 -18.345 0.178 41.68 0.83 202.49 39.67 86.28 179.91 0.11 0.27 1.2 0.71 1.0 0.0 0.12 0.048 42.601 0.4 53.525 0.174 40.282 0.4
9663712 7177 53.14624 -27.80081 4.8471 0.0008 2 15.03 3.68 -19.076 0.089 41.75 0.53 255.82 27.94 178.97 81.95 0.33 0.1 5.71 1.58 0.71 0.11 0.072 0.018 42.893 0.254 53.817 0.11 40.573 0.254
9683714 7215 53.15695 -27.81614 4.8552 0.009 3 106.64 23.33 -18.279 0.185 42.28 0.31 0.0 0.0 386.53 62.72 0.15 0.09 1.0 0.0 1.0 0.0 0.512 0.112 42.571 0.165 53.495 0.072 40.252 0.165
9693715 4657 53.1612 -27.76352 4.8574 0.0062 2 193.01 0.0 -16.063 0.0 41.65 0.91 0.0 0.0 138.26 47.51 0.08 0.09 1.0 0.0 1.0 0.0 0.926 0.0 41.683 0.396 52.607 0.172 39.364 0.396
9703716 3611 53.15992 -27.78981 4.8631 0.0042 2 179.21 0.0 -16.654 0.0 41.86 0.68 0.0 0.0 180.32 56.89 0.2 0.09 1.0 0.0 1.0 0.0 0.86 0.0 41.926 0.295 52.85 0.128 39.607 0.295
9713717 7388 53.17719 -27.78285 4.8616 0.0061 2 58.88 8.2 -19.035 0.131 42.33 0.16 0.0 0.0 267.75 92.31 0.22 0.1 4.66 1.12 1.0 0.0 0.283 0.039 42.878 0.092 53.802 0.04 40.56 0.092
9743723 6418 53.12963 -27.78888 4.8678 0.0035 2 234.71 0.0 -16.466 0.0 41.9 0.58 0.0 0.0 159.56 56.58 0.24 0.1 1.0 0.0 1.0 0.0 1.0 0.0 41.9 0.252 52.824 0.109 39.529 0.252
