# %ECSV 1.0
# ---
# datatype:
# - {name: ID, datatype: int64}
# - {name: I17ID, datatype: int64}
# - {name: RAdeg, unit: deg, datatype: float64}
# - {name: DEdeg, unit: deg, datatype: float64}
# - {name: z, datatype: float64}
# - {name: e_z, datatype: float64}
# - {name: Conf, datatype: int64}
# - {name: EW0, unit: Angstrom, datatype: float64}
# - {name: e_EW0, unit: Angstrom, datatype: float64}
# - {name: MUV, unit: mag, datatype: float64}
# - {name: e_MUV, unit: mag, datatype: float64}
# - {name: logLLya, unit: dex(erg / s), datatype: float64}
# - {name: e_logLLya, unit: dex(erg / s), datatype: float64}
# - {name: Peaksep, unit: km / s, datatype: float64}
# - {name: e_Peaksep, unit: km / s, datatype: float64}
# - {name: FWHM, unit: km / s, datatype: float64}
# - {name: e_FWHM, unit: km / s, datatype: float64}
# - {name: Asym, datatype: float64}
# - {name: e_Asym, datatype: float64}
# - {name: Re, unit: kpc, datatype: float64}
# - {name: e_Re, unit: kpc, datatype: float64}
# - {name: axisratio, datatype: float64}
# - {name: e_axisratio, datatype: float64}
# - {name: f_esc_Lya, datatype: float64}
# - {name: e_f_esc_Lya, datatype: float64}
# - {name: logLLya_int, unit: dex(erg / s), datatype: float64}
# - {name: e_logLLya_int, unit: dex(erg / s), datatype: float64}
# - {name: logN_ion, unit: dex(1 / s), datatype: float64}
# - {name: e_logN_ion, unit: dex(1 / s), datatype: float64}
# - {name: logL1200, unit: dex(erg / (Angstrom s)), datatype: float64}
# - {name: e_logL1200, unit: dex(erg / (Angstrom s)), datatype: float64}
# meta: !!omap
# - __serialized_columns__:
#     DEdeg:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id001 !astropy.units.Unit {unit: deg}
#       value: !astropy.table.SerializedColumn {name: DEdeg}
#     EW0:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id002 !astropy.units.Unit {unit: Angstrom}
#       value: !astropy.table.SerializedColumn {name: EW0}
#     FWHM:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: FWHM}
#     MUV:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id003 !astropy.units.Unit {unit: mag}
#       value: !astropy.table.SerializedColumn {name: MUV}
#     Peaksep:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: Peaksep}
#     RAdeg:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: RAdeg}
#     Re:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id004 !astropy.units.Unit {unit: kpc}
#       value: !astropy.table.SerializedColumn {name: Re}
#     e_EW0:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id002
#       value: !astropy.table.SerializedColumn {name: e_EW0}
#     e_FWHM:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: e_FWHM}
#     e_MUV:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id003
#       value: !astropy.table.SerializedColumn {name: e_MUV}
#     e_Peaksep:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: e_Peaksep}
#     e_Re:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id004
#       value: !astropy.table.SerializedColumn {name: e_Re}
#     e_logL1200:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / (Angstrom s))}
#       value: !astropy.table.SerializedColumn {name: e_logL1200}
#     e_logLLya:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: e_logLLya}
#     e_logLLya_int:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: e_logLLya_int}
#     e_logN_ion:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(1 / s)}
#       value: !astropy.table.SerializedColumn {name: e_logN_ion}
#     logL1200:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / (Angstrom s))}
#       value: !astropy.table.SerializedColumn {name: logL1200}
#     logLLya:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: logLLya}
#     logLLya_int:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: logLLya_int}
#     logN_ion:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(1 / s)}
#       value: !astropy.table.SerializedColumn {name: logN_ion}
# schema: astropy-2.0
ID I17ID RAdeg DEdeg z e_z Conf EW0 e_EW0 MUV e_MUV logLLya e_logLLya Peaksep e_Peaksep FWHM e_FWHM Asym e_Asym Re e_Re axisratio e_axisratio f_esc_Lya e_f_esc_Lya logLLya_int e_logLLya_int logN_ion e_logN_ion logL1200 e_logL1200
207054221 0 150.18703 2.1992 4.6385 0.002 2 169.54 0.0 -16.861 0.0 41.92 1.23 0.0 0.0 171.53 169.48 0.4 0.18 1.0 0.0 1.0 0.0 0.814 0.0 42.009 0.535 52.933 0.233 39.691 0.534
207058230 0 150.19138 2.19836 4.7221 0.0018 1 138.23 0.0 -16.945 0.0 41.86 1.52 0.0 0.0 179.29 111.8 -0.12 0.18 1.0 0.0 1.0 0.0 0.664 0.0 42.038 0.66 52.962 0.287 39.719 0.661
207064240 0 150.18713 2.205 5.0684 0.0015 2 70.19 16.73 -19.401 0.171 42.55 0.41 0.0 0.0 155.35 72.09 0.16 0.13 1.0 0.0 1.0 0.0 0.337 0.08 43.022 0.206 53.946 0.089 40.704 0.206
207068244 0 150.17973 2.19777 5.3961 0.0019 2 467.87 0.0 -17.743 0.0 42.71 0.58 0.0 0.0 145.19 95.16 0.09 0.18 1.0 0.0 1.0 0.0 1.0 0.0 42.71 0.252 53.634 0.109 40.04 0.252
208005148 0 150.08368 2.21822 3.0109 0.0017 2 51.01 16.21 -18.508 0.154 42.05 0.65 0.0 0.0 313.11 238.2 0.24 0.26 3.33 0.0 1.0 0.0 0.245 0.078 42.661 0.314 53.585 0.136 40.342 0.314
208006149 0 150.08356 2.21595 3.0108 0.0014 2 25.72 5.04 -20.356 0.029 42.49 0.45 592.97 181.74 293.55 184.36 0.33 0.17 6.01 0.0 0.5 0.0 0.123 0.024 43.4 0.213 54.324 0.093 41.08 0.213
208007150 0 150.08717 2.20897 3.0164 0.0014 1 244.87 0.0 -16.17 0.0 41.8 1.2 0.0 0.0 103.36 225.11 0.17 0.23 1.0 0.0 1.0 0.0 1.0 0.0 41.8 0.521 52.724 0.227 39.411 0.521
208011254 0 150.08907 2.21185 3.1786 0.0012 2 182.4 0.0 -16.255 0.0 41.71 1.28 0.0 0.0 79.24 176.14 0.06 0.17 1.0 0.0 1.0 0.0 0.876 0.0 41.767 0.556 52.691 0.242 39.449 0.556
208012255 0 150.09004 2.22159 3.2409 0.0019 2 80.99 14.93 -18.982 0.069 42.44 0.4 1014.48 214.84 405.64 213.54 0.09 0.16 6.53 0.0 0.36 0.0 0.389 0.072 42.85 0.192 53.774 0.083 40.532 0.191
208013257 0 150.09395 2.22466 3.2592 0.0011 1 112.25 0.0 -16.026 0.0 41.4 4.4 0.0 0.0 82.1 108.58 -0.06 0.12 1.0 0.0 1.0 0.0 0.539 0.0 41.668 1.913 52.592 0.832 39.35 1.91
208015259 0 150.0862 2.2157 3.2927 0.0013 1 238.71 0.0 -16.151 0.0 41.78 1.21 0.0 0.0 29.83 467.83 0.11 0.22 1.0 0.0 1.0 0.0 1.0 0.0 41.78 0.525 52.704 0.228 39.402 0.525
208018270 0 150.09386 2.21199 3.3874 0.0015 3 66.9 14.47 -19.261 0.078 42.47 0.47 0.0 0.0 271.01 128.06 0.19 0.14 10.29 0.0 0.2 0.0 0.321 0.069 42.963 0.225 53.887 0.098 40.645 0.225
208019271 0 150.09444 2.21582 3.3948 0.002 1 6.71 2.01 -20.906 0.03 42.13 0.69 0.0 0.0 489.84 242.86 -0.16 0.21 0.73 0.0 0.7 0.0 0.032 0.01 43.625 0.329 54.549 0.143 41.303 0.327
208021281 0 150.09682 2.21015 3.4304 0.0015 2 201.88 139.28 -17.143 0.662 42.1 0.73 0.0 0.0 233.33 135.3 -0.09 0.15 1.0 0.0 1.0 0.0 1.0 0.0 42.1 0.317 53.024 0.138 39.795 0.436
208026292 0 150.09752 2.2108 3.7841 0.0011 3 174.57 31.0 -18.856 0.113 42.73 0.33 0.0 0.0 209.93 37.58 0.13 0.05 1.41 0.0 0.55 0.0 0.838 0.149 42.807 0.163 53.731 0.071 40.488 0.163
208030302 0 150.09027 2.20898 4.0658 0.0013 3 22.15 3.72 -21.057 0.03 42.71 0.38 0.0 0.0 225.77 54.8 0.35 0.05 3.68 0.0 0.6 0.0 0.106 0.018 43.685 0.181 54.609 0.079 41.365 0.18
208031303 0 150.09122 2.21246 4.0669 0.0014 2 55.08 18.84 -19.012 0.135 42.29 0.73 385.12 135.48 247.82 168.89 -0.09 0.26 3.57 0.0 1.0 0.0 0.264 0.09 42.868 0.35 53.792 0.152 40.549 0.35
208058360 0 150.08708 2.21601 4.8985 0.0017 2 44.44 15.82 -19.494 0.136 42.39 0.77 0.0 0.0 211.78 101.92 0.19 0.16 6.24 0.0 0.22 0.0 0.213 0.076 43.062 0.368 53.986 0.16 40.742 0.369
208059361 0 150.0968 2.22013 4.8988 0.0016 3 29.99 6.39 -20.724 0.13 42.71 0.4 0.0 0.0 271.58 97.31 0.24 0.14 2.6 0.0 0.43 0.0 0.144 0.031 43.552 0.197 54.476 0.086 41.233 0.197
208061363 0 150.08507 2.21337 5.0219 0.0019 3 107.18 26.03 -19.656 0.147 42.83 0.46 0.0 0.0 347.19 83.39 0.3 0.07 4.58 0.0 0.37 0.0 0.514 0.125 43.119 0.226 54.043 0.098 40.8 0.226
208078383 0 150.09058 2.20854 5.8054 0.003 1 105.52 95.43 -18.848 0.497 42.5 1.79 0.0 0.0 345.09 177.11 0.29 0.2 1.0 0.0 1.0 0.0 0.506 0.458 42.796 0.871 53.72 0.379 40.477 0.87
208080385 0 150.0851 2.21894 5.8602 0.0023 1 43.63 0.0 -18.782 0.0 42.09 1.66 0.0 0.0 105.07 190.49 -0.26 0.31 1.0 0.0 1.0 0.0 0.209 0.0 42.77 0.72 53.694 0.313 40.45 0.721
209004106 0 150.09976 2.21955 3.0234 0.0013 1 36.73 0.0 -16.199 0.0 40.99 6.86 0.0 0.0 42.16 396.91 0.14 0.22 1.0 0.0 1.0 0.0 0.176 0.0 41.744 2.983 52.668 1.297 39.425 2.979
209005107 0 150.10522 2.21015 3.1017 0.0016 2 45.13 28.72 -17.93 0.271 41.77 1.35 0.0 0.0 142.68 189.37 -0.18 0.19 1.0 0.0 1.0 0.0 0.217 0.138 42.434 0.648 53.358 0.282 40.116 0.648
209006108 0 150.10895 2.22118 3.1225 0.0021 1 504.87 0.0 -15.854 0.0 41.99 0.76 0.0 0.0 310.44 246.89 -0.17 0.26 101.0 0.0 1.0 0.0 1.0 0.0 41.99 0.33 52.914 0.143 39.287 0.33
209010135 0 150.10565 2.22057 3.2045 0.0021 1 14.32 4.26 -20.451 0.135 42.28 0.62 0.0 0.0 187.52 250.08 0.4 0.26 7.53 0.0 0.47 0.0 0.069 0.02 43.441 0.297 54.365 0.129 41.124 0.299
209013149 0 150.10381 2.21037 3.2373 0.001 2 64.11 10.91 -19.585 0.045 42.58 0.38 579.64 104.64 173.3 108.92 0.29 0.1 4.31 0.0 0.79 0.0 0.308 0.052 43.091 0.181 54.015 0.079 40.773 0.181
209015151 0 150.10768 2.20976 3.2806 0.0016 2 528.14 0.0 -15.86 0.0 42.01 0.8 0.0 0.0 165.06 179.83 0.24 0.22 1.0 0.0 1.0 0.0 1.0 0.0 42.01 0.347 52.934 0.151 39.287 0.347
209017156 0 150.10722 2.21989 3.4363 0.001 2 152.95 54.11 -17.566 0.29 42.15 0.53 507.2 87.39 112.35 124.47 0.04 0.16 1.83 0.0 1.0 0.0 0.734 0.26 42.284 0.277 53.208 0.12 39.965 0.277
209018157 0 150.10773 2.21056 3.5126 0.0012 1 54.19 24.66 -18.005 0.22 41.88 0.94 0.0 0.0 97.27 123.28 -0.1 0.17 0.74 0.0 1.0 0.0 0.26 0.118 42.465 0.453 53.389 0.197 40.146 0.454
209019158 0 150.10277 2.21881 3.6255 0.0011 1 115.15 27.5 -18.911 0.095 42.57 0.51 0.0 0.0 109.81 87.7 -0.15 0.13 3.84 0.0 0.57 0.0 0.553 0.132 42.827 0.245 53.751 0.106 40.509 0.245
209023164 0 150.10097 2.21398 3.8245 0.0015 3 252.7 38.45 -19.285 0.104 43.06 0.27 612.51 154.08 189.55 111.95 0.3 0.12 5.35 0.0 0.55 0.0 1.0 0.0 43.06 0.117 53.984 0.051 40.657 0.135
209026167 0 150.11507 2.2244 4.041 0.0016 1 299.54 0.0 -16.718 0.0 42.11 0.86 0.0 0.0 186.86 133.15 -0.07 0.21 1.0 0.0 1.0 0.0 1.0 0.0 42.11 0.373 53.034 0.162 39.634 0.373
209035202 0 150.1048 2.21295 4.4135 0.0017 2 30.27 8.0 -19.992 0.061 42.42 0.59 0.0 0.0 254.7 101.46 0.24 0.12 1.77 0.0 0.63 0.0 0.145 0.038 43.259 0.28 54.183 0.122 40.939 0.281
209049226 0 150.1069 2.20994 5.1921 0.0019 2 90.41 37.94 -19.071 0.203 42.53 0.86 0.0 0.0 133.4 123.49 0.19 0.24 1.19 0.0 0.82 0.0 0.434 0.182 42.893 0.415 53.817 0.18 40.574 0.415
209051228 0 150.10454 2.22103 5.2971 0.0018 3 95.9 22.62 -19.594 0.159 42.76 0.42 0.0 0.0 262.55 70.46 0.31 0.07 4.64 0.0 0.37 0.0 0.46 0.109 43.097 0.21 54.021 0.091 40.778 0.209
209052229 0 150.10272 2.20872 5.3734 0.0017 1 103.11 68.75 -19.051 0.229 42.58 1.46 0.0 0.0 107.2 90.61 -0.03 0.19 1.0 0.0 1.0 0.0 0.495 0.33 42.885 0.697 53.809 0.303 40.567 0.697
209064243 0 150.10986 2.22429 5.8086 0.0022 1 9.07 0.0 -20.715 0.0 42.19 2.59 0.0 0.0 141.11 112.55 -0.14 0.2 3.0 0.0 0.5 0.0 0.044 0.0 43.547 1.124 54.471 0.489 41.232 1.126
209072251 0 150.10641 2.22162 6.3027 0.0017 2 31.23 9.53 -21.698 0.038 43.12 0.7 0.0 0.0 157.96 68.85 0.14 0.15 8.89 0.0 0.21 0.0 0.15 0.046 43.944 0.332 54.868 0.144 41.625 0.332
210003213 0 150.11813 2.21288 3.0 0.0011 3 70.92 7.67 -19.982 0.034 42.79 0.24 0.0 0.0 339.53 71.4 0.14 0.07 2.46 0.0 0.56 0.0 0.34 0.037 43.259 0.114 54.183 0.05 40.939 0.114
210006216 0 150.12723 2.21477 3.0913 0.001 3 196.83 30.43 -18.676 0.121 42.71 0.24 496.73 102.04 235.19 73.34 0.25 0.08 9.06 0.0 0.2 0.0 0.945 0.146 42.735 0.124 53.659 0.054 40.416 0.124
210012237 0 150.1283 2.21155 3.3186 0.0016 2 71.13 36.85 -17.879 0.354 41.95 0.92 0.0 0.0 164.63 162.85 0.38 0.15 1.0 0.0 1.0 0.0 0.341 0.177 42.417 0.459 53.341 0.199 40.098 0.459
210017253 0 150.12497 2.20998 3.6207 0.0014 2 51.45 17.65 -18.669 0.141 42.12 0.73 694.57 143.96 183.99 167.56 0.13 0.22 4.15 0.0 1.0 0.0 0.247 0.085 42.727 0.351 53.651 0.152 40.409 0.35
210020263 0 150.12015 2.21894 3.9331 0.0016 1 13.73 20.55 -18.524 0.191 41.49 3.42 191.13 171.8 45.83 254.54 0.2 0.24 5.08 0.0 0.48 0.0 0.066 0.099 42.67 1.623 53.594 0.706 40.352 1.623
210032287 0 150.12363 2.22189 4.282 0.0013 1 322.38 0.0 -16.722 0.0 42.14 0.76 0.0 0.0 67.59 93.29 0.28 0.15 1.0 0.0 1.0 0.0 1.0 0.0 42.14 0.33 53.064 0.143 39.632 0.33
210065354 0 150.12495 2.2146 5.9878 0.0015 3 91.87 15.03 -21.105 0.075 43.35 0.34 0.0 0.0 136.01 30.37 0.21 0.05 1.3 0.0 0.51 0.0 0.441 0.072 43.706 0.164 54.63 0.071 41.387 0.164
211006179 0 150.13416 2.22262 3.1055 0.0013 1 6.52 2.31 -20.622 0.021 42.01 0.81 515.33 152.02 389.14 204.0 0.18 0.18 2.76 0.0 0.55 0.0 0.031 0.011 43.519 0.384 54.443 0.167 41.196 0.384
211009186 0 150.13109 2.22188 3.2788 0.0012 2 812.67 0.0 -15.927 0.0 42.22 0.55 0.0 0.0 139.82 89.01 0.07 0.11 1.0 0.0 1.0 0.0 1.0 0.0 42.22 0.239 53.144 0.104 39.31 0.239
211011193 0 150.13065 2.22391 3.3369 0.0017 1 425.74 0.0 -16.005 0.0 41.97 0.85 0.0 0.0 229.31 190.1 -0.23 0.26 1.0 0.0 1.0 0.0 1.0 0.0 41.97 0.369 52.894 0.16 39.341 0.369
211015198 0 150.1377 2.22497 3.7853 0.0017 1 153.82 0.0 -17.066 0.0 41.96 1.04 0.0 0.0 222.01 141.33 -0.17 0.2 9.69 0.0 0.47 0.0 0.738 0.0 42.092 0.452 53.016 0.196 39.773 0.452
211017204 0 150.14107 2.2179 3.9046 0.0011 3 48.77 5.1 -20.541 0.029 42.85 0.23 627.65 91.84 250.15 30.58 0.21 0.04 4.35 0.0 0.27 0.0 0.234 0.024 43.481 0.109 54.405 0.047 41.162 0.11
211022216 0 150.13383 2.22448 3.9615 0.0013 1 313.52 0.0 -16.428 0.0 42.01 0.91 0.0 0.0 49.67 149.57 -0.22 0.15 1.0 0.0 1.0 0.0 1.0 0.0 42.01 0.395 52.934 0.172 39.514 0.395
211025225 0 150.1445 2.21072 4.1043 0.0016 2 320.02 0.0 -16.605 0.0 42.09 0.92 0.0 0.0 206.18 118.39 -0.06 0.18 1.47 0.0 1.0 0.0 1.0 0.0 42.09 0.4 53.014 0.174 39.585 0.4
211026226 0 150.13214 2.21038 4.1625 0.0015 2 67.39 17.48 -18.882 0.127 42.32 0.53 0.0 0.0 219.45 102.76 0.02 0.15 3.67 0.0 0.69 0.0 0.323 0.084 42.811 0.256 53.735 0.111 40.491 0.257
211029229 0 150.14452 2.22289 4.2784 0.0012 1 91.76 58.53 -17.709 0.313 41.99 1.31 354.59 95.72 150.44 103.99 0.09 0.18 1.0 0.0 1.0 0.0 0.44 0.281 42.347 0.632 53.271 0.275 40.027 0.633
211036249 0 150.13307 2.22466 4.5338 0.0016 2 137.09 44.53 -18.228 0.266 42.37 0.49 882.22 120.49 139.71 85.42 0.26 0.16 1.0 0.0 1.0 0.0 0.658 0.214 42.552 0.255 53.476 0.111 40.233 0.255
211037250 0 150.1371 2.21625 4.5683 0.0012 1 246.38 134.55 -17.926 0.545 42.5 0.48 327.6 88.64 149.44 144.5 0.01 0.25 1.0 0.0 1.0 0.0 1.0 0.0 42.5 0.208 53.424 0.09 40.108 0.316
211048279 0 150.14302 2.21751 4.8996 0.0019 2 58.44 26.42 -19.284 0.403 42.42 0.59 0.0 0.0 285.23 143.56 0.0 0.19 2.73 0.0 0.53 0.0 0.281 0.127 42.971 0.323 53.895 0.14 40.653 0.323
211054288 0 150.14091 2.22243 5.2408 0.002 2 390.63 0.0 -17.239 0.0 42.43 0.86 0.0 0.0 175.62 97.25 0.31 0.16 1.0 0.0 1.0 0.0 1.0 0.0 42.43 0.373 53.354 0.162 39.838 0.373
211055289 0 150.13922 2.21088 5.2917 0.0017 3 116.8 28.57 -19.573 0.195 42.84 0.38 0.0 0.0 259.03 68.08 0.28 0.08 4.58 0.0 0.48 0.0 0.561 0.137 43.091 0.196 54.015 0.085 40.773 0.196
211058292 0 150.13551 2.21211 5.421 0.0015 2 63.01 32.27 -19.116 0.239 42.39 1.06 0.0 0.0 48.71 77.23 -0.09 0.14 1.56 0.0 1.0 0.0 0.302 0.155 42.91 0.512 53.834 0.223 40.591 0.511
211059293 0 150.13936 2.2147 5.5027 0.0021 3 33.86 9.49 -21.157 0.053 42.93 0.64 0.0 0.0 313.3 90.68 0.33 0.08 2.33 0.0 0.85 0.0 0.163 0.046 43.718 0.304 54.642 0.132 41.4 0.304
211063297 0 150.14417 2.22145 5.8852 0.0016 2 107.15 45.4 -19.817 0.189 42.9 0.89 0.0 0.0 151.95 50.65 0.11 0.11 0.93 0.0 1.0 0.0 0.514 0.218 43.189 0.428 54.113 0.186 40.87 0.428
212002004 0 150.16008 2.21629 3.0035 0.0014 2 35.09 7.6 -19.694 0.059 42.37 0.48 0.0 0.0 232.62 134.89 0.23 0.15 2.36 0.0 0.48 0.0 0.168 0.036 43.145 0.228 54.069 0.099 40.825 0.228
212005007 0 150.15511 2.22167 3.1572 0.0017 2 96.48 41.52 -17.913 0.269 42.09 0.81 0.0 0.0 316.76 186.16 0.03 0.19 1.0 0.0 1.0 0.0 0.463 0.199 42.424 0.399 53.348 0.173 40.106 0.398
212008018 0 150.14694 2.21226 3.4565 0.001 3 124.35 25.67 -18.812 0.108 42.56 0.42 642.96 87.1 150.7 68.04 0.11 0.08 1.77 0.0 1.0 0.0 0.597 0.123 42.784 0.203 53.708 0.088 40.465 0.203
212013031 0 150.15723 2.20916 3.8518 0.0019 2 107.29 30.58 -18.767 0.211 42.48 0.48 0.0 0.0 292.44 140.4 0.23 0.13 3.47 0.0 0.6 0.0 0.515 0.147 42.768 0.243 53.692 0.106 40.449 0.243
212029067 0 150.16039 2.2185 4.7945 0.0011 1 46.0 0.0 -19.051 0.182 42.23 0.84 218.17 78.96 64.91 121.4 0.15 0.2 1.0 0.0 1.0 0.0 0.221 0.0 42.886 0.364 53.81 0.158 40.567 0.365
212041082 0 150.15862 2.2095 5.5003 0.0018 1 325.15 0.0 -17.338 0.0 42.39 0.78 0.0 0.0 151.85 108.65 0.05 0.22 1.0 0.0 1.0 0.0 1.0 0.0 42.39 0.339 53.314 0.147 39.878 0.339
213001001 0 150.1674 2.21044 2.9109 0.0021 1 406.93 0.0 -15.696 0.0 41.83 1.27 0.0 0.0 243.14 258.56 0.26 0.23 1.0 0.0 1.0 0.0 1.0 0.0 41.83 0.552 52.754 0.24 39.22 0.552
213002002 0 150.17671 2.22315 2.9352 0.0011 2 270.99 142.93 -17.491 0.537 42.37 0.4 420.3 130.9 359.71 129.57 0.13 0.12 0.98 0.0 1.0 0.0 1.0 0.0 42.37 0.174 53.294 0.076 39.937 0.288
213003003 0 150.175 2.21235 2.9651 0.0015 2 55.21 9.45 -19.25 0.072 42.38 0.36 747.05 180.35 97.85 144.62 0.22 0.16 1.35 0.0 0.8 0.0 0.265 0.045 42.957 0.173 53.881 0.075 40.638 0.173
213004004 0 150.16595 2.22208 2.9988 0.0013 2 31.2 12.21 -18.721 0.109 41.92 0.87 926.93 144.6 94.78 170.7 -0.1 0.16 9.69 0.0 0.3 0.0 0.15 0.059 42.744 0.415 53.668 0.18 40.426 0.414
213007015 0 150.16995 2.21907 3.0545 0.0011 1 123.71 0.0 -16.73 0.0 41.73 1.27 0.0 0.0 17.69 795.7 0.07 0.19 1.0 0.0 1.0 0.0 0.594 0.0 41.956 0.552 52.88 0.24 39.638 0.551
213011046 0 150.166 2.22174 3.0897 0.0013 2 107.41 19.33 -18.825 0.111 42.5 0.34 0.0 0.0 269.11 128.13 -0.06 0.15 0.94 0.0 1.0 0.0 0.516 0.093 42.787 0.167 53.711 0.073 40.469 0.167
213012047 0 150.16447 2.21431 3.0976 0.0012 2 107.73 53.19 -17.935 0.458 42.15 0.58 0.0 0.0 96.05 133.77 0.3 0.13 1.0 0.0 1.0 0.0 0.517 0.255 42.437 0.33 53.361 0.143 40.118 0.33
213021101 0 150.16959 2.21624 3.4593 0.001 1 390.99 0.0 -16.402 0.0 42.1 0.61 585.98 88.31 127.37 154.33 -0.12 0.21 1.0 0.0 1.0 0.0 1.0 0.0 42.1 0.265 53.024 0.115 39.508 0.265
213023112 0 150.16179 2.21038 3.4872 0.0013 1 57.49 19.89 -18.622 0.135 42.15 0.74 572.5 144.28 246.65 157.67 -0.12 0.2 3.25 0.0 0.57 0.0 0.276 0.095 42.709 0.354 53.633 0.154 40.39 0.355
213026122 0 150.17039 2.21589 3.5207 0.0013 2 25.6 5.48 -19.909 0.052 42.31 0.48 765.51 130.06 215.87 117.97 0.17 0.15 9.8 0.0 0.37 0.0 0.123 0.026 43.22 0.228 54.144 0.099 40.902 0.228
213035139 0 150.17532 2.22317 3.745 0.001 1 148.83 0.0 -17.269 0.0 42.02 0.96 387.89 87.73 210.25 127.23 0.26 0.14 1.0 0.0 1.0 0.0 0.714 0.0 42.166 0.417 53.09 0.181 39.847 0.417
213036140 0 150.16191 2.2212 3.7657 0.0025 1 248.39 0.0 -16.286 0.0 41.85 1.37 0.0 0.0 111.34 360.03 0.4 0.19 1.0 0.0 1.0 0.0 1.0 0.0 41.85 0.595 52.774 0.259 39.455 0.595
213038142 0 150.16216 2.22461 3.8016 0.0016 1 202.07 0.0 -16.584 0.0 41.88 1.04 0.0 0.0 111.58 143.15 0.0 0.21 0.96 0.0 0.66 0.0 1.0 0.0 41.88 0.452 52.804 0.196 39.574 0.452
213039143 0 150.16768 2.21868 3.8506 0.0022 2 177.66 0.0 -16.46 0.0 41.78 1.88 0.0 0.0 197.53 185.72 0.2 0.22 1.0 0.0 1.0 0.0 0.853 0.0 41.849 0.816 52.773 0.355 39.53 0.817
213040144 0 150.16353 2.21017 3.8628 0.0017 2 63.93 15.37 -19.112 0.122 42.39 0.49 0.0 0.0 298.08 123.07 0.17 0.13 1.98 0.0 0.3 0.0 0.307 0.074 42.903 0.237 53.827 0.103 40.584 0.237
213057209 0 150.16747 2.21538 4.4303 0.0025 2 131.35 62.42 -17.909 0.362 42.22 0.78 0.0 0.0 342.56 193.49 0.07 0.2 1.0 0.0 1.0 0.0 0.63 0.3 42.421 0.397 53.345 0.172 40.102 0.396
213058210 0 150.16089 2.2153 4.5487 0.0022 1 15.91 15.14 -18.844 0.223 41.68 2.14 0.0 0.0 264.45 169.95 -0.24 0.23 3.61 0.0 0.65 0.0 0.076 0.073 42.799 1.019 53.723 0.443 40.478 1.018
213065229 0 150.17545 2.21607 4.6701 0.0017 1 82.55 59.82 -17.878 0.584 42.01 1.11 0.0 0.0 161.44 112.57 0.01 0.2 1.0 0.0 1.0 0.0 0.396 0.287 42.412 0.576 53.336 0.251 40.093 0.576
213073239 0 150.1694 2.22361 4.9094 0.0015 2 275.12 0.0 -17.188 0.0 42.26 0.68 0.0 0.0 158.72 93.36 -0.04 0.18 1.0 0.0 1.0 0.0 1.0 0.0 42.26 0.295 53.184 0.128 39.82 0.296
213083251 0 150.16656 2.22072 5.1595 0.0026 1 61.18 0.0 -17.282 0.0 41.64 3.22 0.0 0.0 176.16 183.96 -0.27 0.28 4.13 0.0 1.0 0.0 0.294 0.0 42.172 1.397 53.096 0.607 39.853 1.4
213084252 0 150.1692 2.21128 5.171 0.0019 1 138.04 0.0 -17.467 0.0 42.07 1.1 0.0 0.0 84.69 354.34 0.05 0.27 1.0 0.0 1.0 0.0 0.663 0.0 42.248 0.478 53.172 0.208 39.93 0.478
