  4912550 2910  53,18775 -27,78066 3,7713   0,0110 1   47,26   0,00 -16,517 0,000 41,22  2,02    0,00    0,00000000e+00 226,85   119,32  0,09  0,16   1,00   0,00 1,00 0,00
  4922551    0  53,18349 -27,78713 3,7735   0,0060 1   51,79   0,00 -16,999 0,000 41,46  0,99    0,00    0,00000000e+00 240,92   135,41  0,19  0,15   1,00   0,00 1,00 0,00
  4952558 6506  53,14757 -27,80398 3,7949   0,0043 3  156,83  59,94 -17,591 0,396 42,17  0,25    0,00    0,00000000e+00 251,71    33,09  0,12  0,04   1,02   0,51 1,00 0,00
  4962560    0  53,16702 -27,81699 3,7918   0,0059 2   22,04   4,42 -19,367 0,076 42,03  0,43    0,00    0,00000000e+00 316,53   111,57  0,22  0,10   2,85   0,15 0,35 0,04
  4972561 7103  53,15121 -27,80864 3,7941   0,0008 2   39,64  13,52 -18,040 0,304 41,76  0,44  500,13    3,46900000e+01 152,96    52,34  0,14  0,07   1,00   0,00 1,00 0,00
  4982562 2426  53,16821 -27,76175 3,7988   0,0050 3   69,04  13,41 -18,385 0,128 42,14  0,35    0,00    0,00000000e+00 272,17    46,53  0,11  0,06   2,28   0,44 0,50 0,00
  4992563 1059  53,15344 -27,76610 3,8019   0,0051 3   46,84   1,86 -21,082 0,027 43,05  0,07    0,00    0,00000000e+00 344,27    13,90  0,22  0,01   0,58   0,03 0,72 0,11
  5012566 6391  53,16335 -27,79999 3,8108   0,0043 2   23,42   0,00 -19,395 0,000 42,07  0,25    0,00    0,00000000e+00 156,65    33,81  0,14  0,18   2,00   0,00 1,00 0,00
  5082583    0  53,17320 -27,80586 3,8221   0,0057 2   28,96  21,95 -17,661 0,442 41,47  1,47    0,00    0,00000000e+00 330,37   112,47  0,25  0,11   0,85   0,46 1,00 0,00
  5112594 6390  53,17703 -27,77744 3,8331   0,0058 1   46,12   0,00 -16,338 0,000 41,14  2,53    0,00    0,00000000e+00 280,37   101,37 -0,11  0,17   1,00   0,00 1,00 0,00
  5202637 7247  53,13814 -27,80117 3,8882   0,0033 3   59,97  21,58 -17,935 0,307 41,89  0,51    0,00    0,00000000e+00 190,26    48,96  0,21  0,07   1,00   0,00 1,00 0,00
  5212638 7295  53,14713 -27,80002 3,8887   0,0035 2   79,60   0,00 -16,428 0,000 41,41  1,24    0,00    0,00000000e+00 161,68    73,96  0,19  0,10   1,00   0,00 1,00 0,00
  5222639 6897  53,16115 -27,75541 3,9006   0,0034 3   71,18  19,79 -18,301 0,263 42,12  0,31    0,00    0,00000000e+00 180,83    27,93  0,12  0,05   1,00   0,00 1,00 0,00
  5292678 4430  53,13369 -27,78273 3,9209   0,0048 3  107,51  42,11 -17,198 0,340 41,85  0,54    0,00    0,00000000e+00 269,54    49,47  0,16  0,06   1,17   0,47 1,00 0,00
  5302679    0  53,18116 -27,79104 3,9329   0,0042 2   54,26  28,56 -17,441 0,450 41,65  0,74    0,00    0,00000000e+00 148,69    61,29 -0,06  0,11   1,00   0,00 1,00 0,00
  5312681    0  53,13918 -27,78415 3,9434   0,0008 2  452,02   0,00 -16,387 0,000 42,15  0,32  291,58    4,28200000e+01 157,77   171,31  0,13  0,20   1,00   0,00 1,00 0,00
  5332683    0  53,13296 -27,78390 3,9396   0,0288 2   70,15  49,77 -16,757 0,603 41,49  1,01    0,00    0,00000000e+00 208,09    83,75  0,04  0,13   1,00   0,00 1,00 0,00
  5392711 7095  53,14243 -27,80234 3,9648   0,0064 2  111,56  48,25 -17,268 0,414 41,90  0,46    0,00    0,00000000e+00 181,11    53,02  0,06  0,09   1,00   0,00 1,00 0,00
  5412715 7185  53,15279 -27,79541 3,9674   0,0026 3  181,18  40,99 -18,389 0,235 42,56  0,14    0,00    0,00000000e+00 156,75    11,67  0,15  0,02   2,80   0,41 0,20 0,00
  5472754    0  53,14199 -27,79722 3,9672   0,0120 2  368,90   0,00 -16,620 0,000 42,16  0,33    0,00    0,00000000e+00 335,41    74,83  0,09  0,29   1,00   0,00 1,00 0,00
  5482755 3916  53,15340 -27,79883 3,9708   0,0100 2   98,69  44,69 -17,462 0,441 41,92  0,45    0,00    0,00000000e+00 189,95    53,28  0,05  0,09   1,00   0,00 1,00 0,00
  5502757 6492  53,15174 -27,79984 3,9714   0,0078 2   83,21   0,00 -16,927 0,000 41,63  0,78    0,00    0,00000000e+00 225,88    89,90  0,11  0,12   1,00   0,00 1,00 0,00
  5572774    0  53,17212 -27,76979 3,9802   0,0010 1  301,45   0,00 -16,794 0,000 42,14  0,34  220,01    8,32100000e+01 164,40   239,65 -0,24  0,22   1,00   0,00 1,00 0,00
  5602781 6430  53,17781 -27,77876 3,9848   0,0091 2   75,44   0,00 -16,482 0,000 41,41  1,07    0,00    0,00000000e+00 198,92   108,69  0,10  0,16   1,00   0,00 1,00 0,00
  5622786 7137  53,16038 -27,81736 4,0046   0,0012 3  133,47  33,99 -17,805 0,238 42,19  0,29  459,36    1,03920000e+02 203,95    29,60  0,18  0,04   0,95   0,27 1,00 0,00
  5632787 5308  53,14898 -27,78270 4,0152   0,0073 1   50,58   0,00 -16,661 0,000 41,31  1,59    0,00    0,00000000e+00 203,25    78,02 -0,09  0,12   1,00   0,00 1,00 0,00
  5652790 3257  53,13676 -27,79461 4,0226   0,0038 3   79,60  25,00 -17,793 0,274 41,96  0,42    0,00    0,00000000e+00 218,93    36,13  0,16  0,05   2,47   0,64 0,18 0,33
  5662791 6578  53,13313 -27,78652 4,0189   0,0096 2   20,60   7,62 -18,487 0,151 41,65  0,79    0,00    0,00000000e+00 419,45   107,75 -0,26  0,12   1,00   0,00 1,00 0,00
  5672792 4086  53,14434 -27,77016 4,0180   0,0113 1  156,72   0,00 -16,041 0,000 41,55  0,86    0,00    0,00000000e+00 316,19   141,10  0,12  0,17   1,00   0,00 1,00 0,00
  5682793 1525  53,16405 -27,81902 4,0231   0,0053 3   51,28  10,82 -18,984 0,179 42,25  0,30    0,00    0,00000000e+00 326,57    35,39  0,09  0,12   9,80   1,10 0,23 0,03
  5692794 1761  53,16831 -27,81325 4,0247   0,0042 3   67,65  30,01 -18,845 0,460 42,31  0,28    0,00    0,00000000e+00 258,69    32,59  0,21  0,04   0,89   0,13 1,00 0,00
  5702795 6394  53,18567 -27,79301 4,0243   0,0089 2   70,72   0,00 -16,761 0,000 41,50  1,07    0,00    0,00000000e+00 172,70    87,78  0,08  0,14   1,00   0,00 1,00 0,00
  5712796 4381  53,16053 -27,76875 4,0286   0,0102 2   38,82  12,62 -18,006 0,194 41,73  0,62    0,00    0,00000000e+00 198,43    54,26  0,05  0,08   4,08   0,83 0,44 0,14
  5722797 3280  53,14296 -27,79965 4,0324   0,0027 3   83,16  26,44 -18,138 0,315 42,12  0,29    0,00    0,00000000e+00 143,80    22,92  0,14  0,04   1,56   0,49 1,00 0,00
  5732798 6528  53,14348 -27,77226 4,0296   0,0021 2   69,19   0,00 -16,430 0,000 41,35  1,33    0,00    0,00000000e+00 112,29    44,99  0,30  0,05   1,00   0,00 1,00 0,00
  5772871 2217  53,15545 -27,80381 4,0447   0,0009 3   85,18  17,00 -18,563 0,190 42,30  0,21  423,97    5,74100000e+01 184,97    19,92  0,23  0,02   1,18   0,17 0,40 0,18
  5782872 4414  53,16833 -27,79418 4,0445   0,0034 2   70,26   0,00 -16,807 0,000 41,51  0,98    0,00    0,00000000e+00 103,71    73,50  0,15  0,11   2,37   1,11 1,00 0,00
  5792873 6515  53,16277 -27,79943 4,0453   0,0046 3   19,77   2,86 -19,694 0,004 42,12  0,33    0,00    0,00000000e+00 271,68    49,38  0,21  0,07   7,94   1,12 0,50 0,04
  5802874 2702  53,16685 -27,79685 4,0453   0,0154 2   55,31  18,78 -18,124 0,302 41,93  0,44    0,00    0,00000000e+00 334,30    77,63  0,02  0,11   1,49   0,31 0,38 0,18
  5812875    0  53,17583 -27,79338 4,0527   0,0008 3    6,84   2,73 -20,003 0,061 41,78  0,91  364,31    3,73600000e+01  35,51   500,08 -0,16  0,37   2,59   0,15 0,61 0,05
  5822876 5586  53,18855 -27,78295 4,0449   0,0070 2  109,56   0,00 -16,518 0,000 41,59  1,03    0,00    0,00000000e+00 267,45   110,80  0,18  0,13   1,00   0,00 1,00 0,00
  5832877 4025  53,18579 -27,78502 4,0412   0,0278 1   56,01  28,49 -17,753 0,416 41,79  0,76    0,00    0,00000000e+00 570,34   215,71  0,08  0,15   1,00   0,00 1,00 0,00
  5872881 1969  53,16738 -27,76681 4,0790   0,0007 3  298,80  54,60 -18,748 0,194 42,92  0,08  301,16    2,06300000e+01 220,27     8,94  0,20  0,01   2,90   0,23 0,20 0,07
  5912916 4371  53,14491 -27,77026 4,0952   0,0040 2   47,92  18,76 -17,826 0,276 41,75  0,68    0,00    0,00000000e+00 229,45    68,05  0,29  0,09   6,22   1,63 0,43 0,14
  6012953    0  53,18451 -27,79119 4,1011   0,0056 3  271,66   0,00 -17,418 0,000 42,34  0,26    0,00    0,00000000e+00 344,79    47,18  0,04  0,32   1,00   0,00 1,00 0,00
  6133004 2995  53,16476 -27,79359 4,1088   0,0032 2   50,62  18,87 -17,820 0,267 41,77  0,64    0,00    0,00000000e+00 164,41    62,31  0,22  0,24   1,44   0,63 1,00 0,00
  6253069 2171  53,15263 -27,78934 4,1161   0,0029 3  212,81  47,23 -18,304 0,232 42,59  0,13    0,00    0,00000000e+00 170,80     9,99  0,22  0,01   1,69   0,27 0,29 0,16
  6383097 5096  53,17461 -27,80909 4,1264   0,0022 1   65,44   0,00 -16,629 0,000 41,41  1,14    0,00    0,00000000e+00  88,24    92,74 -0,07  0,48   1,00   0,00 1,00 0,00
  6393098 7259  53,17444 -27,78835 4,1348   0,0123 2   34,59  15,96 -18,312 0,399 41,81  0,64    0,00    0,00000000e+00 134,75    43,96 -0,02  0,07   1,00   0,00 0,77 0,58
  6403099 6510  53,15476 -27,79515 4,1341   0,0021 2   19,44   0,00 -16,390 0,000 40,79  6,85    0,00    0,00000000e+00  56,40   100,19  0,21  0,11   1,00   0,00 1,00 0,00
  6433102 2690  53,14249 -27,77034 4,1351   0,0029 3   78,42  21,08 -18,221 0,198 42,13  0,45    0,00    0,00000000e+00 167,56    32,24  0,22  0,05   1,11   0,26 1,00 0,00
  6443103 7189  53,15022 -27,76641 4,1353   0,0028 3   53,66  16,82 -18,132 0,234 41,92  0,52    0,00    0,00000000e+00 163,49    37,54  0,29  0,03   6,72   1,43 0,13 0,06
  6453104    0  53,17289 -27,78625 4,1372   0,0021 2  117,86   0,00 -16,478 0,000 41,60  0,79    0,00    0,00000000e+00  72,21    99,35 -0,19  0,12   1,00   0,00 1,00 0,00
  6463105 6511  53,15929 -27,75746 4,1363   0,0053 2   66,58   0,00 -16,723 0,000 41,46  0,90    0,00    0,00000000e+00 186,59    47,85  0,08  0,08   1,00   0,00 1,00 0,00
  6473106 3234  53,13343 -27,78709 4,1382   0,0032 2   64,88  25,22 -17,923 0,346 41,92  0,51    0,00    0,00000000e+00 167,14    44,82  0,19  0,07   3,46   0,67 0,30 0,00
  6483107    0  53,14673 -27,78154 4,1353   0,0073 2   67,54  40,78 -17,598 0,596 41,81  0,56    0,00    0,00000000e+00 250,98   102,70  0,14  0,12   0,72   0,27 1,00 0,00
  6493108 1731  53,14645 -27,77335 4,1400   0,0010 1   16,62   4,04 -19,123 0,095 41,81  0,52  188,12    8,23600000e+01 199,83   243,57  0,23  0,21   3,63   0,21 0,64 0,05
  6523119 3634  53,14548 -27,78896 4,1509   0,0035 3  363,47   0,00 -16,755 0,000 42,20  0,26    0,00    0,00000000e+00 201,39    29,79  0,10 10,00   0,59   0,60 1,00 0,00
  6533120 4333  53,15033 -27,78551 4,1520   0,0045 3  227,23   0,00 -16,559 0,000 41,92  0,40    0,00    0,00000000e+00 106,50    39,65  0,06  0,07   1,48   0,75 1,00 0,00
  6543121 4791  53,13991 -27,78885 4,1500   0,0166 2  155,72   0,00 -16,632 0,000 41,79  0,65    0,00    0,00000000e+00 325,84    89,22  0,09  0,11   1,44   0,82 1,00 0,00
  6553122 6512  53,15205 -27,79259 4,1522   0,0033 2  234,10   0,00 -16,752 0,000 42,01  0,38    0,00    0,00000000e+00 188,65    37,81  0,18  0,05   1,00   0,00 1,00 0,00
  6563123 7089  53,15818 -27,79145 4,1506   0,0009 3  149,18  32,02 -18,429 0,218 42,49  0,16  648,85    3,12200000e+01 273,62    20,55  0,19  0,02   3,29   0,58 1,00 0,00
  6623136    0  53,16663 -27,76079 4,1531   0,0275 1  141,98   0,00 -16,462 0,000 41,68  0,87    0,00    0,00000000e+00 343,92   117,57  0,07  0,14   1,00   0,00 1,00 0,00
  6643144 2264  53,15066 -27,77044 4,1639   0,0010 2   83,97  30,94 -17,994 0,360 42,06  0,36  621,02    4,37000000e+01 211,36    59,00  0,17  0,08   1,73   0,45 1,00 0,00
  6653145 6101  53,15812 -27,76040 4,1668   0,0038 2  243,24   0,00 -16,382 0,000 41,88  0,59    0,00    0,00000000e+00 215,43    54,50  0,26  0,06   1,00   0,00 1,00 0,00
  6673148 6407  53,13440 -27,77980 4,1756   0,0074 2   96,78   0,00 -16,476 0,000 41,52  1,04    0,00    0,00000000e+00 120,64    90,88  0,09  0,16   1,00   0,00 1,00 0,00
  6693150 7175  53,17590 -27,78265 4,1721   0,0074 2  114,72  59,46 -17,647 0,491 42,06  0,57    0,00    0,00000000e+00 396,37    81,06  0,17  0,07   1,00   0,00 1,00 0,00
  6703151    0  53,17353 -27,79257 4,1735   0,0063 2  201,38   0,00 -16,671 0,000 41,91  0,46    0,00    0,00000000e+00 293,26   102,80  0,20  0,12   1,00   0,00 1,00 0,00
  6713152    0  53,17404 -27,78507 4,1735   0,0194 1  192,70   0,00 -16,687 0,000 41,90  0,47    0,00    0,00000000e+00 566,38   169,78 -0,02  0,17   1,00   0,00 1,00 0,00
  6793183 7321  53,14644 -27,76737 4,2053   0,0104 2   73,23  30,72 -17,360 0,308 41,75  0,71    0,00    0,00000000e+00 254,30    76,15  0,09  0,15   2,00   0,65 1,00 0,00
  6823187 7273  53,13398 -27,78805 4,2198   0,0232 2  110,00   0,00 -16,740 0,000 41,68  0,73    0,00    0,00000000e+00 101,64    78,30  0,02  0,14   1,00   0,00 1,00 0,00
  6833188 7047  53,15498 -27,80698 4,2267   0,0035 3   86,58  15,18 -19,199 0,151 42,56  0,24    0,00    0,00000000e+00 210,61    13,30  0,21  0,02   2,24   0,16 0,71 0,08
  6843189 7157  53,15830 -27,80716 4,2267   0,0039 3   73,25   9,32 -19,340 0,071 42,54  0,25    0,00    0,00000000e+00 228,48    21,69  0,18  0,07   2,80   2,09 0,90 0,18
  6853190 6416  53,15761 -27,79783 4,2276   0,0044 3  142,81  48,79 -19,200 0,362 42,78  0,15    0,00    0,00000000e+00 263,49    13,36  0,18  0,01   1,91   0,14 0,70 0,06
  6863191 2207  53,15000 -27,80242 4,2240   0,0102 1   21,77   8,45 -18,569 0,217 41,71  0,76    0,00    0,00000000e+00 420,84   128,98  0,17  0,11   1,28   0,14 0,32 0,19
  6873192 5551  53,19263 -27,79277 4,2299   0,0045 2   85,87  55,20 -17,469 0,380 41,86  1,24    0,00    0,00000000e+00 146,24    54,52  0,12  0,10   1,20   0,67 1,00 0,00
  6883193    0  53,15039 -27,80886 4,2264   0,0010 1  181,88   0,00 -16,670 0,000 41,87  0,61  427,54    6,92700000e+01 118,07    67,38  0,31  0,06   1,00   0,00 1,00 0,00
  6913197 7267  53,14257 -27,79625 4,2380   0,0015 2   71,84   0,00 -16,611 0,000 41,44  2,34    0,00    0,00000000e+00  56,64    62,76  0,26  0,05   1,00   0,00 1,00 0,00
  6923198 7161  53,13522 -27,79770 4,2345   0,0148 2   65,69  21,87 -18,632 0,227 42,21  0,59    0,00    0,00000000e+00 444,78   119,63  0,08  0,10   2,88   0,53 0,67 0,15
  6943201 3034  53,14592 -27,78653 4,2637   0,0008 3  205,32  70,17 -17,974 0,363 42,44  0,14  370,65    1,80400000e+01 149,02     9,28  0,15  0,01   0,74   0,24 1,00 0,00
  6963206 6420  53,14608 -27,77607 4,2626   0,0042 1   27,46  10,09 -18,271 0,176 41,69  0,76    0,00    0,00000000e+00 214,91    71,44  0,23  0,08   1,00   0,00 1,00 0,00
  7003222 6570  53,18489 -27,79339 4,2714   0,0045 2   87,50  39,56 -17,476 0,434 41,87  0,47    0,00    0,00000000e+00  64,77    45,19  0,05  0,07   0,69   0,49 1,00 0,00
  7013223 7349  53,17342 -27,78920 4,2713   0,0045 2  159,89   0,00 -16,918 0,000 41,91  0,50    0,00    0,00000000e+00 259,84    50,02  0,25  0,05   1,23   0,98 1,00 0,00
  7023224 4170  53,17094 -27,76420 4,2713   0,0053 1   20,17   9,95 -18,116 0,214 41,49  1,04    0,00    0,00000000e+00 248,70    90,96  0,05  0,15   1,00   0,00 1,00 0,00
  7033225    0  53,17487 -27,80592 4,2701   0,0049 2   50,23  20,74 -17,606 0,301 41,69  0,70    0,00    0,00000000e+00 179,96    99,28  0,19  0,13   1,61   0,57 1,00 0,00
  7043226 3672  53,16586 -27,78935 4,2734   0,0061 2   58,92  21,21 -17,467 0,252 41,70  0,63    0,00    0,00000000e+00 133,22    43,13  0,06  0,08   1,21   0,42 1,00 0,00
  7053227 3421  53,17873 -27,77916 4,2731   0,1230 2   37,43  18,54 -17,918 0,438 41,68  0,65    0,00    0,00000000e+00 208,09    82,00 -0,01  0,13   1,06   0,44 1,00 0,00
  7083231 6376  53,16882 -27,79413 4,2810   0,0053 2  104,71   0,00 -16,986 0,000 41,76  0,72    0,00    0,00000000e+00 275,85    74,15  0,05  0,17   1,00   0,00 1,00 0,00
  7093232    0  53,18014 -27,79215 4,2845   0,0035 2  124,10   0,00 -16,871 0,000 41,78  0,56    0,00    0,00000000e+00 181,60    52,62  0,24  0,09   1,00   0,00 1,00 0,00
  7143241  736  53,15366 -27,78135 4,3032   0,0008 2   32,41   0,00 -16,879 0,000 41,20  2,50  291,04    4,02700000e+01 173,10    51,84  0,32  0,05   1,00   0,00 1,00 0,00
  7153242 6483  53,16079 -27,76836 4,3044   0,0064 2   68,56   0,00 -16,794 0,000 41,50  0,90    0,00    0,00000000e+00 128,93    65,75  0,09  0,14   1,00   0,00 1,00 0,00
  7173250    0  53,15404 -27,79624 4,3057   0,0054 1   15,29  11,08 -17,919 0,279 41,29  1,56    0,00    0,00000000e+00  92,16    86,39 -0,10  0,15   1,00   0,00 1,00 0,00
  7183251 5621  53,14991 -27,77798 4,3035   0,0037 1   72,76   0,00 -16,475 0,000 41,39  1,43    0,00    0,00000000e+00 204,49   103,93  0,42  0,05   1,00   0,00 1,00 0,00
  7223270    0  53,17294 -27,76382 4,3118   0,0022 1   16,82  12,10 -18,025 0,212 41,38  1,59    0,00    0,00000000e+00  61,15   156,49  0,28  0,14   1,00   0,00 1,00 0,00
  7233272    0  53,16430 -27,81084 4,6966   0,0025 1   57,08   0,00 -17,851 0,000 41,84  0,73    0,00    0,00000000e+00  75,20    94,96  0,22  0,14   1,00   0,00 1,00 0,00
  7383338 7325  53,14396 -27,79382 4,3407   0,0038 2  256,57   0,00 -16,759 0,000 42,06  0,43    0,00    0,00000000e+00 204,80    49,74  0,21  0,07   1,00   0,00 1,00 0,00
  7393339 7361  53,17045 -27,76844 4,3575   0,0035 2   83,86   0,00 -16,970 0,000 41,65  0,79    0,00    0,00000000e+00 191,19    65,93  0,31  0,10   1,00   0,00 1,00 0,00
  7403340    0  53,18655 -27,79265 4,3675   0,0017 3 1074,28   0,00 -17,104 0,000 42,82  0,15  283,25    1,66650000e+02 334,55   103,20  0,19  0,09   1,00   0,00 1,00 0,00
  7413341 6487  53,16463 -27,80059 4,3639   0,0104 1   80,93   0,00 -16,324 0,000 41,38  1,26    0,00    0,00000000e+00  81,51    81,55  0,05  0,14   0,50   0,84 1,00 0,00
  7423342 4661  53,17635 -27,78926 4,3619   0,0008 2   98,98  41,20 -17,442 0,406 41,91  0,41  351,28    3,25900000e+01 158,68    38,15  0,13  0,06   0,53   0,42 1,00 0,00
  7443344 6437  53,15239 -27,80747 4,3624   0,0034 1   69,81   0,00 -16,777 0,000 41,50  0,89    0,00    0,00000000e+00 177,63    66,82  0,26  0,10   1,00   0,00 1,00 0,00
  7453345    0  53,15807 -27,80338 4,3621   0,0080 2   46,60   8,94 -18,889 0,118 42,17  0,36    0,00    0,00000000e+00 304,54    84,48  0,13  0,10  12,82   1,56 0,20 0,00
  7463346 1569  53,18008 -27,78694 4,3661   0,0091 2   22,61   4,03 -19,545 0,076 42,11  0,38    0,00    0,00000000e+00 380,34   110,97  0,15  0,11   5,10   0,21 0,24 0,03
  7483353 7311  53,17262 -27,79786 4,3705   0,0021 2   51,52  25,68 -17,415 0,339 41,62  0,89    0,00    0,00000000e+00  64,39    80,08  0,22  0,13   3,06   1,35 0,58 0,34
  7513358 1775  53,18298 -27,78044 4,3805   0,0040 3   65,90  11,10 -19,050 0,148 42,38  0,22    0,00    0,00000000e+00 213,88    37,75  0,18  0,05   2,37   0,21 0,22 0,12
  7523359 5273  53,14825 -27,77512 4,3844   0,0029 1   53,70   0,00 -16,955 0,000 41,45  1,52    0,00    0,00000000e+00 109,27    84,34  0,24  0,12   1,00   0,00 1,00 0,00
  7533360 1864  53,19287 -27,78689 4,3886   0,0049 3   36,40   4,35 -19,786 0,060 42,42  0,24    0,00    0,00000000e+00 286,78    26,17  0,26  0,03   8,29   2,86 0,29 0,06
  7543361 3699  53,13719 -27,78732 4,3966   0,0007 3  285,85  70,27 -17,533 0,242 42,41  0,23  248,23    2,23600000e+01 122,37    22,34  0,22  0,03   1,20   0,43 1,00 0,00
  7553362 5828  53,16790 -27,80317 4,3906   0,0030 2  101,65   0,00 -16,708 0,000 41,63  0,99    0,00    0,00000000e+00 151,89   108,84  0,38  0,05   1,00   0,00 1,00 0,00
  7573365    0  53,16145 -27,81505 4,3948   0,0027 1   22,47  10,66 -18,234 0,208 41,59  1,00    0,00    0,00000000e+00 124,37    85,14  0,28  0,09   1,00   0,00 1,00 0,00
  7593367 3343  53,17213 -27,80673 4,3998   0,0042 2   54,35  14,20 -18,327 0,159 42,01  0,50    0,00    0,00000000e+00 222,44    53,25  0,22  0,07   3,21   0,65 1,00 0,00
  7603368 7091  53,17331 -27,78380 4,3996   0,0093 3   80,56  13,17 -19,078 0,138 42,48  0,23    0,00    0,00000000e+00 472,64    55,15  0,08  0,22   1,25   0,12 1,00 0,00
  7623370 3778  53,14419 -27,80405 4,3974   0,0096 2  125,82   0,00 -16,614 0,000 41,69  1,06    0,00    0,00000000e+00 396,41   160,40  0,09  0,25   1,00   0,00 1,00 0,00
  7643383 1961  53,18102 -27,78111 4,4069   0,0061 3   78,79  14,01 -18,761 0,161 42,34  0,22    0,00    0,00000000e+00 313,88    32,26  0,10  0,04   2,47   0,40 0,44 0,14
  7723412 5753  53,15855 -27,80037 4,4279   0,0040 2  108,92   0,00 -16,627 0,000 41,63  0,92    0,00    0,00000000e+00 205,14    72,99  0,21  0,11   1,00   0,00 1,00 0,00
  7733413 4773  53,15864 -27,81499 4,4315   0,0019 1   48,26   0,00 -17,022 0,000 41,43  1,37    0,00    0,00000000e+00  71,56   114,38 -0,16  0,14   1,00   0,00 1,00 0,00
  7743414 4439  53,16692 -27,80448 4,4317   0,0074 2   69,62   0,00 -16,844 0,000 41,52  1,01    0,00    0,00000000e+00 175,73    66,74 -0,07  0,12   1,00   0,00 1,00 0,00
  7753415 2817  53,17571 -27,80606 4,4304   0,0009 3  123,39  29,27 -17,859 0,217 42,18  0,29  458,37    3,57700000e+01 208,61    36,13  0,24  0,04   1,86   0,56 1,00 0,00
  7763416    0  53,17527 -27,80543 4,4315   0,0052 2  144,80   0,00 -16,677 0,000 41,77  0,63    0,00    0,00000000e+00 161,74    62,00  0,10  0,11   1,00   0,00 1,00 0,00
  7773417    0  53,13875 -27,79900 4,4328   0,0064 2   63,17  40,52 -17,492 0,610 41,74  0,70    0,00    0,00000000e+00 284,30   136,25  0,24  0,14   1,00   0,00 1,00 0,00
  7783418    0  53,14140 -27,80044 4,4303   0,0082 2  191,54   0,00 -16,928 0,000 42,00  0,52    0,00    0,00000000e+00 404,13   133,87  0,10  0,45   1,00   0,00 1,00 0,00
  7803422 6525  53,13807 -27,77948 4,4365   0,0121 1   58,89   0,00 -16,879 0,000 41,46  0,99    0,00    0,00000000e+00 474,10   165,11  0,18  0,20   1,00   0,00 1,00 0,00
  7833425 7243  53,12777 -27,78648 4,4470   0,0041 3  166,40  65,26 -17,495 0,399 42,16  0,30    0,00    0,00000000e+00 225,27    26,59  0,16  0,04   1,29   0,49 1,00 0,00
  7843426 3456  53,14361 -27,79443 4,4616   0,0125 2   79,78   0,00 -16,471 0,000 41,43  1,25    0,00    0,00000000e+00 183,17    79,76  0,08  0,16   1,00   0,00 1,00 0,00
  7863428 4974  53,17110 -27,80617 4,4678   0,0046 3  226,42   0,00 -16,738 0,000 41,99  0,31    0,00    0,00000000e+00 218,36    41,01  0,14  0,06   2,07   1,15 1,00 0,00
  7873429 1950  53,18084 -27,77412 4,4679   0,0096 3   65,67  15,84 -18,924 0,208 42,33  0,33    0,00    0,00000000e+00 252,16    39,57  0,05  0,06   3,30   0,31 0,64 0,08
  7883430 4851  53,17337 -27,79507 4,4693   0,0024 2   64,33   0,00 -16,633 0,000 41,40  1,32    0,00    0,00000000e+00  45,18   151,41  0,23  0,15   1,00   0,00 1,00 0,00
  7893431 4079  53,17168 -27,81138 4,4699   0,0044 2   52,99  19,78 -17,724 0,289 41,76  0,60    0,00    0,00000000e+00 149,45    53,42  0,12  0,09   1,81   0,67 1,00 0,00
  7903432 7287  53,15049 -27,79288 4,4693   0,0030 2   47,29  23,03 -17,795 0,415 41,74  0,69    0,00    0,00000000e+00 155,77    40,78  0,27  0,06   1,00   0,00 1,00 0,00
  7923458    0  53,16929 -27,80533 4,4706   0,0057 2   16,87   7,90 -18,037 0,191 41,38  1,00    0,00    0,00000000e+00  99,61    69,11  0,09  0,13   1,00   0,00 1,00 0,00
  7933459 3518  53,16818 -27,79448 4,4684   0,0042 2   43,54  19,92 -17,644 0,356 41,64  0,73    0,00    0,00000000e+00 191,24    65,86  0,20  0,09   1,97   0,63 1,00 0,00
  7943460 7233  53,18888 -27,78560 4,4693   0,0036 2  114,22   0,00 -16,746 0,000 41,70  0,71    0,00    0,00000000e+00 189,06    55,14  0,26  0,06   1,00   0,00 1,00 0,00
  7953461    0  53,18046 -27,77458 4,4714   0,0008 2  242,97  78,02 -17,765 0,325 42,43  0,26  185,59    4,76200000e+01 210,92   147,82  0,21  0,17   1,00   0,00 1,00 0,00
  7983464    0  53,16713 -27,81671 4,4747   0,0043 2   41,89  20,42 -18,043 0,437 41,78  0,62    0,00    0,00000000e+00 209,18    75,46  0,24  0,09   1,00   0,00 1,00 0,00
  7993465 1185  53,16199 -27,81910 4,4941   0,0067 3  153,24   3,12 -20,517 0,002 43,33  0,05    0,00    0,00000000e+00 395,28    11,10  0,22  0,01   5,23   0,34 0,22 0,03
  8003466 7201  53,15196 -27,80798 4,4955   0,0009 3  115,88  25,10 -18,705 0,223 42,49  0,15  453,04    4,41400000e+01 228,92    11,70  0,20  0,01   1,69   0,24 1,00 0,00
  8013467 7269  53,15692 -27,80468 4,4962   0,0032 3  120,38  30,62 -18,025 0,251 42,23  0,24    0,00    0,00000000e+00 174,37    15,93  0,22  0,19   2,04   0,55 1,00 0,00
  8023468    0  53,15990 -27,80674 4,4953   0,0022 2   51,09   0,00 -16,804 0,000 41,37  1,44    0,00    0,00000000e+00 101,74    64,73  0,23  0,13   1,00   0,00 1,00 0,00
