   631090 4098  53,14675 -27,76623 3,0046   0,0021 2  145,65   0,00 -16,268 0,000 41,61  0,60    0,00    0,00000000e+00  69,98   166,63  0,22  0,11   1,44   0,00 1,00 0,00
   651145 2598  53,18788 -27,78824 3,0104   0,0009 3   30,04   6,38 -18,299 0,132 41,74  0,40  295,50    1,10610000e+02 103,80    53,79  0,08  0,05   5,05   0,90 1,00 0,00
   681152 2467  53,18377 -27,77902 3,0096   0,0026 3   76,08  16,70 -17,859 0,196 41,97  0,28    0,00    0,00000000e+00 189,45    37,23  0,19  0,04   3,35   0,43 0,31 0,11
   691153 6381  53,15238 -27,80011 3,0087   0,0201 2    4,94  12,28 -17,397 0,422 40,59  5,65    0,00    0,00000000e+00 218,82   126,51  0,06  0,15   1,00   0,00 1,00 0,00
   701154 1833  53,15247 -27,79771 3,0084   0,0069 2   30,23   8,16 -18,228 0,198 41,71  0,46    0,00    0,00000000e+00 325,58    90,28  0,11  0,08   1,81   0,16 0,51 0,09
   711155 5522  53,15848 -27,81367 3,0120   0,0043 2   60,10   0,00 -15,980 0,000 41,11  1,94    0,00    0,00000000e+00 193,65   111,90 -0,06  0,20   1,00   0,00 1,00 0,00
   761250    0  53,17266 -27,76378 3,0164   0,0007 2  315,26   0,00 -16,067 0,000 41,87  0,40  379,93    5,63400000e+01 176,80   148,10 -0,11  0,16   1,00   0,00 1,00 0,00
   801255 3041  53,13234 -27,79686 3,0203   0,0007 3  119,57  47,61 -17,225 0,374 41,91  0,45  379,91    4,49900000e+01 234,80    57,47  0,18  0,06   0,77   0,24 1,00 0,00
   811256 7277  53,16273 -27,82071 3,0210   0,0033 2   63,44  28,05 -16,854 0,331 41,49  0,73    0,00    0,00000000e+00 111,93   118,84  0,16  0,12   2,79   0,98 1,00 0,00
   831258    0  53,13541 -27,80066 3,0191   0,0008 1   38,26  10,91 -18,070 0,176 41,75  0,54  687,44    6,22700000e+01 315,49   153,41 -0,14  0,15   1,00   0,00 1,00 0,00
   841259    0  53,14187 -27,77810 3,0219   0,0040 2  253,80   0,00 -16,305 0,000 41,87  0,41    0,00    0,00000000e+00 286,61    89,42  0,24  0,07   1,00   0,00 1,00 0,00
   851260 7249  53,14540 -27,77184 3,0224   0,0094 2   43,08  14,66 -17,344 0,249 41,51  0,58    0,00    0,00000000e+00 187,10   122,64  0,08  0,14   1,26   0,36 1,00 0,00
   871273 3269  53,17544 -27,77013 3,0300   0,0033 2   88,30  35,72 -16,720 0,313 41,58  0,65    0,00    0,00000000e+00 173,96    82,93  0,18  0,14   1,23   0,50 1,00 0,00
   891276    0  53,17393 -27,81031 3,0351   0,0028 1   74,29   0,00 -16,266 0,000 41,32  1,06    0,00    0,00000000e+00  51,85   237,62 -0,16  0,13   1,00   0,00 1,00 0,00
   901277 2838  53,14081 -27,78041 3,0383   0,0008 1   81,91  31,92 -17,326 0,376 41,79  0,40  538,39    5,56500000e+01 319,68   105,87  0,14  0,10   1,55   0,44 0,73 0,29
   911278 7187  53,16923 -27,78922 3,0393   0,0418 2  458,47   0,00 -15,676 0,000 41,87  0,40    0,00    0,00000000e+00 268,90    87,72 -0,00  0,10   1,00   0,00 1,00 0,00
   941285 3252  53,15725 -27,75730 3,0432   0,0044 2  141,91  42,52 -16,927 0,289 41,87  0,31    0,00    0,00000000e+00 280,04    52,92  0,13  0,05   1,00   0,00 1,00 0,00
  1021335 3430  53,18003 -27,80278 3,0589   0,0007 3   47,88  12,41 -17,687 0,169 41,70  0,48  311,12    5,47200000e+01 139,49    47,03  0,12  0,05   3,15   0,94 0,51 0,22
  1031336    0  53,16603 -27,81741 3,0575   0,0048 2  138,56   0,00 -16,064 0,000 41,51  0,71    0,00    0,00000000e+00 309,28   131,18 -0,13  0,16   1,00   0,00 1,00 0,00
  1041337 3659  53,16700 -27,80888 3,0609   0,0023 2  129,21   0,00 -16,172 0,000 41,52  0,76  323,79    3,07650000e+02 245,85   207,12  0,22  0,09   1,00   0,00 1,00 0,00
  1061349 2695  53,18075 -27,80187 3,0642   0,0007 3  141,87  49,40 -17,352 0,353 42,03  0,27  369,79    6,16800000e+01 249,93    73,76  0,10  0,08   0,73   0,35 1,00 0,00
  1071350 3621  53,16469 -27,81491 3,0628   0,0008 3 4463,70   0,00 -16,741 0,000 43,29  0,06  781,32    3,90400000e+01 397,56    15,90  0,11  0,01   1,00   0,00 1,00 0,00
  1081352 2424  53,17341 -27,81048 3,0643   0,0007 2   46,85  16,08 -17,621 0,299 41,66  0,47  555,36    4,50500000e+01 124,28    68,15  0,09  0,08   0,63   0,26 1,00 0,00
  1101354 1477  53,17414 -27,80030 3,0640   0,0010 2   37,93   4,05 -19,551 0,058 42,34  0,21  777,11    8,37700000e+01 367,69    87,83  0,12  0,08   8,10   0,48 0,36 0,02
  1111355    0  53,17459 -27,80031 3,0617   0,0010 2   84,51   0,00 -17,327 0,000 41,80  0,41  967,72    6,06100000e+01 330,02   112,74  0,12  0,11   1,00   0,00 1,00 0,00
  1141364 7339  53,17817 -27,78546 3,0665   0,0048 2  124,79   0,00 -16,123 0,000 41,49  0,81    0,00    0,00000000e+00 335,22   113,89  0,26  0,08   1,00   0,00 1,00 0,00
  1151365 2460  53,18248 -27,79406 3,0717   0,0007 3   52,54  17,89 -17,866 0,332 41,81  0,34  429,19    5,65700000e+01 165,90    38,39  0,06  0,05   1,66   0,26 1,00 0,00
  1171367 6387  53,14993 -27,78498 3,0816   0,0008 3  146,64  45,87 -17,250 0,315 42,01  0,26  611,07    5,76000000e+01 231,39    35,16  0,07  0,04   1,00   0,00 1,00 0,00
  1181371 7193  53,13578 -27,79546 3,0836   0,0041 2   60,86  13,54 -18,252 0,171 42,03  0,36    0,00    0,00000000e+00 277,73    43,59  0,14  0,05   4,20   1,02 0,91 0,22
  1211429    0  53,15284 -27,79403 3,0837   0,0053 2  160,55 108,07 -17,109 0,706 41,99  0,36    0,00    0,00000000e+00 328,97   101,18 -0,17  0,76   1,00   0,00 1,00 0,00
  1221430 4695  53,14599 -27,77588 3,0857   0,0033 2   88,78   0,00 -16,110 0,000 41,33  0,97    0,00    0,00000000e+00 148,32    91,60 -0,06  0,14   2,29   1,92 1,00 0,00
  1231431 6030  53,14272 -27,77260 3,0864   0,0035 2  208,09   0,00 -15,991 0,000 41,66  0,49    0,00    0,00000000e+00 164,12    58,57  0,11  0,07   1,00   0,00 1,00 0,00
  1241432    0  53,18570 -27,78855 3,0856   0,0512 2   76,71   0,00 -16,328 0,000 41,36  0,95    0,00    0,00000000e+00 153,39   114,08 -0,01  0,14   1,00   0,00 1,00 0,00
  1251433 2104  53,15048 -27,77973 3,0847   0,0058 2   32,71   6,47 -18,084 0,167 41,69  0,29    0,00    0,00000000e+00 303,07    98,86  0,15  0,10   2,43   0,21 0,23 0,10
  1261434 2679  53,14546 -27,77464 3,0845   0,0045 2   57,55  15,60 -17,282 0,147 41,62  0,54    0,00    0,00000000e+00 282,57    86,79 -0,02  0,12   5,19   0,74 0,29 0,09
  1281436 1113  53,16994 -27,76833 3,0875   0,0039 3    0,65   0,42 -20,570 0,022 40,98  1,49    0,00    0,00000000e+00 301,74    19,09  0,13  0,22   8,21   0,20 0,23 0,01
  1291437 1931  53,16478 -27,76153 3,0887   0,0032 3   43,99   7,49 -18,596 0,101 42,02  0,33    0,00    0,00000000e+00 234,92    39,02  0,19  0,04   3,55   0,45 0,78 0,09
  1301438 5027  53,15570 -27,76218 3,0882   0,0062 1  137,53   0,00 -16,245 0,000 41,58  0,36    0,00    0,00000000e+00 156,05   133,24  0,07  0,23   1,78   0,78 1,00 0,00
  1331460 6905  53,14303 -27,79988 3,0978   0,0049 3   52,82   4,19 -19,451 0,060 42,45  0,13    0,00    0,00000000e+00 374,53    27,80  0,14  0,02   9,02   1,60 0,18 0,02
  1351467 7131  53,13511 -27,79227 3,1002   0,0036 3   42,90   7,90 -18,452 0,144 41,96  0,29    0,00    0,00000000e+00 244,33    37,10  0,13  0,04   3,75   0,36 0,23 0,07
  1361468 1226  53,16220 -27,81578 3,0998   0,0142 2    6,27   1,23 -20,211 0,029 41,82  0,45    0,00    0,00000000e+00 260,28   132,05  0,06  0,15   1,58   0,15 0,28 0,07
  1411508 1959  53,17126 -27,81214 3,1098   0,0006 2   40,23   7,16 -18,433 0,113 41,92  0,33  400,83    2,98000000e+01 216,11    60,18  0,18  0,06   3,48   0,29 0,21 0,07
  1431516 3136  53,14510 -27,79325 3,1102   0,0009 2   85,37  41,36 -17,054 0,484 41,70  0,42  522,27    8,77500000e+01 188,12   129,06 -0,02  0,15   1,31   0,61 1,00 0,00
  1491586 2726  53,17139 -27,78480 3,1340   0,0008 2   60,99  13,91 -17,982 0,189 41,92  0,34  445,98    6,68900000e+01 358,32   105,48  0,15  0,08   6,99   1,19 0,33 0,07
  1511588 3475  53,15385 -27,79168 3,1509   0,0147 3   16,17   7,43 -17,452 0,219 41,13  0,95    0,00    0,00000000e+00 307,14    27,19  0,02  0,03   1,88   0,56 0,25 0,35
  1521589 7169  53,12831 -27,78866 3,1525   0,0008 3  161,72  14,95 -17,643 0,015 42,21  0,21  556,71    6,25100000e+01 188,03    30,18  0,14  0,03   2,03   0,29 0,46 0,13
  1531590 4089  53,15874 -27,79398 3,1557   0,0034 3   71,80  43,13 -16,803 0,599 41,52  0,53    0,00    0,00000000e+00 168,31    27,45  0,06  0,03   0,61   0,43 1,00 0,00
  1541591    0  53,12840 -27,78943 3,1535   0,0008 2  238,22  80,68 -17,291 0,353 42,24  0,20  538,26    5,67800000e+01 241,78    62,64  0,08  0,07   1,00   0,00 1,00 0,00
  1551592 4754  53,16958 -27,80293 3,1528   0,0054 2   39,50  23,12 -16,953 0,398 41,32  1,05    0,00    0,00000000e+00 339,92   131,40  0,04  0,20   0,50   0,28 1,00 0,00
  1561593    0  53,15955 -27,79562 3,1540   0,0047 2   32,68  18,04 -17,451 0,465 41,44  0,79    0,00    0,00000000e+00 306,22   110,18 -0,04  0,14   1,00   0,00 1,00 0,00
  1571594 2821  53,15002 -27,77631 3,1653   0,0006 1  111,71  32,22 -17,480 0,277 41,98  0,30  336,86    1,87900000e+01 230,62    47,82  0,12  0,05   1,00   0,00 1,00 0,00
  1591596 6198  53,18622 -27,77617 3,1683   0,1860 1   36,75   0,00 -16,593 0,000 41,14  1,77    0,00    0,00000000e+00 171,89   130,88  0,26  0,15   1,00   0,00 1,00 0,00
  1601597 4755  53,16144 -27,79845 3,1721   0,0026 3  213,88   0,00 -16,118 0,000 41,72  0,36    0,00    0,00000000e+00 127,61    48,67  0,12  0,05   0,78   0,96 1,00 0,00
  1611598 4842  53,15912 -27,78844 3,1687   0,0068 2   90,53   0,00 -16,460 0,000 41,48  0,84    0,00    0,00000000e+00 284,53   115,39  0,15  0,12   1,00   0,00 1,00 0,00
  1621599 7191  53,15519 -27,81520 3,1748   0,0007 3  181,66  30,97 -17,866 0,166 42,35  0,17  447,99    3,04600000e+01 160,20    19,21  0,08  0,02   2,63   0,42 0,53 0,14
  1631601    0  53,18093 -27,80275 3,1681   0,0076 1   81,19   0,00 -16,338 0,000 41,39  0,92    0,00    0,00000000e+00 315,45   164,46  0,16  0,15   1,00   0,00 1,00 0,00
  1641602    0  53,15251 -27,80403 3,1763   0,0006 3  492,76   0,00 -16,182 0,000 42,11  0,29  350,76    3,29800000e+01 259,58    32,90  0,21  0,03   1,00   0,00 1,00 0,00
  1651603 7119  53,13272 -27,79503 3,1755   0,0009 2   37,18   6,58 -18,656 0,104 41,97  0,34  476,71    8,40800000e+01 238,57    86,38  0,17  0,08   2,07   0,13 0,56 0,06
  1661604    0  53,13464 -27,79490 3,1789   0,0045 1   94,24   0,00 -16,154 0,000 41,38  0,81    0,00    0,00000000e+00  32,71   333,88  0,10 10,00   1,00   0,00 1,00 0,00
  1681607 1657  53,14169 -27,79974 3,1768   0,0008 2   18,57   2,93 -19,137 0,093 41,87  0,30  713,60    4,56100000e+01 302,45   112,95  0,11  0,12   3,55   0,25 0,51 0,05
  1691608 7281  53,14650 -27,77192 3,1818   0,0008 2   51,77  21,84 -17,291 0,325 41,57  0,68  546,02    5,73900000e+01 426,18   103,51  0,21  0,07   1,34   0,38 1,00 0,00
  1731642    0  53,13462 -27,79073 3,1862   0,0104 2  124,79  79,84 -16,121 0,600 41,49  0,73    0,00    0,00000000e+00 246,82   122,41  0,09  0,14   1,00   0,00 1,00 0,00
  1741643 7289  53,14626 -27,77934 3,1876   0,0035 2   22,66  12,23 -17,457 0,311 41,28  1,05    0,00    0,00000000e+00 210,32   109,91  0,25  0,10   1,00   0,00 1,00 0,00
  1751644    0  53,17668 -27,78394 3,1873   0,0008 3  931,35   0,00 -16,428 0,000 42,48  0,17  676,59    5,52700000e+01 296,84    47,03  0,05  0,05   1,00   0,00 1,00 0,00
  1761645 2563  53,19075 -27,78951 3,1904   0,0024 2   64,46  22,31 -17,503 0,330 41,75  0,37    0,00    0,00000000e+00  93,25    72,98  0,14  0,07   1,00   0,00 1,00 0,00
  1781649    0  53,17621 -27,77882 3,1877   0,0226 2  499,40   0,00 -16,425 0,000 42,21  0,33    0,00    0,00000000e+00 407,03   129,46  0,05  0,41   1,00   0,00 1,00 0,00
  1791650 6488  53,16486 -27,76526 3,1877   0,0010 2 1104,88   0,00 -16,514 0,000 42,59  0,16  795,96    7,13600000e+01 395,85    86,14  0,12  0,07   1,00   0,00 1,00 0,00
  1821653 4188  53,15927 -27,80725 3,1937   0,0026 1   70,90  28,38 -16,844 0,354 41,53  0,53    0,00    0,00000000e+00 106,46   216,73 -0,22  0,21   1,09   0,50 1,00 0,00
  1831654 6399  53,18017 -27,77280 3,1950   0,0022 1   23,61   0,00 -16,309 0,000 40,84  2,60    0,00    0,00000000e+00  98,49   172,06 -0,25  0,14   1,00   0,00 1,00 0,00
  1851656 2983  53,18655 -27,78503 3,2124   0,0054 2   54,61  26,21 -17,347 0,407 41,62  0,68    0,00    0,00000000e+00 270,47    70,51  0,08  0,09   0,71   0,35 1,00 0,00
  1881661 1446  53,12551 -27,78823 3,2341   0,0051 3   15,98   1,88 -19,852 0,049 42,09  0,25    0,00    0,00000000e+00 315,54    55,11  0,13  0,06   9,11   0,54 0,49 0,02
  1901667 3329  53,14316 -27,79687 3,2434   0,0029 3  152,02  54,30 -16,941 0,354 41,90  0,32    0,00    0,00000000e+00 179,19    39,60  0,16  0,05   0,99   0,71 1,00 0,00
  1911668 4049  53,18574 -27,77445 3,2475   0,0080 2   99,10   0,00 -16,092 0,000 41,38  0,90    0,00    0,00000000e+00  51,78   173,95  0,06  0,13   1,00   0,00 1,00 0,00
  1941682    0  53,15183 -27,80918 3,2551   0,0032 2   92,70   0,00 -16,232 0,000 41,40  0,85    0,00    0,00000000e+00 193,66    95,24 -0,02  0,23   1,00   0,00 1,00 0,00
  1951683    0  53,16820 -27,81547 3,2542   0,0194 2   73,90   0,00 -16,259 0,000 41,31  1,21    0,00    0,00000000e+00 348,03   165,84  0,00  0,33   1,00   0,00 1,00 0,00
  1981748 7301  53,16643 -27,80791 3,2596   0,0061 2  124,97  42,94 -16,903 0,318 41,80  0,41    0,00    0,00000000e+00 304,09    80,85  0,18  0,11   1,07   0,56 1,00 0,00
  1991749 1583  53,17266 -27,79955 3,2581   0,0114 2   12,42   2,68 -19,243 0,080 41,73  0,47    0,00    0,00000000e+00 398,21   108,62  0,09  0,10   1,99   0,13 0,67 0,05
  2001750 2974  53,18199 -27,80042 3,2608   0,0119 2  109,34  32,04 -17,182 0,269 41,85  0,35    0,00    0,00000000e+00 229,41    64,30  0,04  0,08   1,00   0,00 1,00 0,00
  2011751    0  53,16734 -27,80870 3,2620   0,0044 2   15,53   6,84 -17,803 0,178 41,25  0,94    0,00    0,00000000e+00 142,51   139,10  0,17  0,16  10,71   2,88 0,20 0,00
  2021752 7037  53,17887 -27,79954 3,2608   0,1174 2   15,12   2,55 -19,504 0,062 41,92  0,37    0,00    0,00000000e+00 402,55   115,71  0,08  0,22  12,22   4,19 0,42 0,05
  2041755 1769  53,17458 -27,77786 3,2794   0,0035 2   30,62   5,33 -18,594 0,090 41,87  0,35    0,00    0,00000000e+00 240,48    73,76  0,26  0,06   1,91   0,16 0,47 0,09
  2051756 5472  53,14907 -27,79545 3,2878   0,0031 2   46,22   0,00 -15,939 0,000 40,98  2,75    0,00    0,00000000e+00 190,09    97,35  0,08  0,13   1,00   0,00 1,00 0,00
  2071758 7123  53,18651 -27,79462 3,2993   0,0008 3  146,27  20,96 -18,645 0,135 42,57  0,16  595,39    5,01200000e+01 209,38    11,41  0,15  0,01   1,69   0,25 0,60 0,11
  2081759 1756  53,17815 -27,79018 3,2999   0,0008 3   60,45   8,25 -18,785 0,107 42,24  0,22  558,93    4,01000000e+01 308,61    36,68  0,17  0,04   1,45   0,11 0,40 0,08
  2091760 4510  53,18362 -27,79200 3,3011   0,0009 2  299,94   0,00 -16,589 0,000 42,05  0,29  382,22    9,19700000e+01 221,26    78,71  0,16  0,09   1,00   0,00 1,00 0,00
  2101762 2176  53,16890 -27,81103 3,3048   0,0033 2   16,17   5,56 -18,348 0,164 41,49  0,71    0,00    0,00000000e+00 171,53   107,14  0,23  0,12   4,63   0,57 0,44 0,07
  2111763    0  53,15112 -27,81050 3,3076   0,0033 2   73,25   0,00 -16,546 0,000 41,43  0,88    0,00    0,00000000e+00 216,87    87,34 -0,24  0,12   1,00   0,00 1,00 0,00
  2121764 7227  53,15740 -27,81178 3,3043   0,0009 2   18,55   5,90 -17,928 0,198 41,38  0,60  747,31    4,51100000e+01 175,34    91,46 -0,04  0,12   1,00   0,00 1,00 0,00
  2191788    0  53,19562 -27,78282 3,3250   0,0007 3 1439,41   0,00 -16,569 0,000 42,73  0,12  168,37    5,17600000e+01 275,10    17,25  0,23  0,02   1,00   0,00 1,00 0,00
  2201789    0  53,12749 -27,78498 3,3187   0,0008 3   63,91   8,13 -18,941 0,098 42,32  0,21  544,62    5,66300000e+01 337,96    55,38  0,18  0,05   1,61   0,25 0,62 0,12
  2211790 7203  53,14167 -27,78456 3,3245   0,0006 3  138,79  36,47 -17,879 0,270 42,24  0,18  351,36    1,95900000e+01 169,28    26,56  0,10  0,03   0,60   0,20 1,00 0,00
  2221791 7365  53,14157 -27,77703 3,3201   0,0098 2   60,10  17,22 -17,554 0,214 41,74  0,48    0,00    0,00000000e+00 317,47    68,77  0,18  0,20   0,59   0,47 1,00 0,00
  2231792 4393  53,12961 -27,78483 3,3265   0,0007 2  261,17   0,00 -16,124 0,000 41,81  0,46  354,17    3,39000000e+01 113,35   119,75  0,28  0,09   0,54   0,48 1,00 0,00
  2241793 7199  53,15928 -27,76090 3,3288   0,0007 3  254,36  71,03 -17,006 0,271 42,15  0,28  484,77    2,99800000e+01 150,91   178,07 -0,43  0,04   1,00   0,00 1,00 0,00
  2251794 3481  53,16230 -27,76608 3,3238   0,0066 2   75,32  26,92 -17,047 0,280 41,64  0,57    0,00    0,00000000e+00 252,24    81,37 -0,02  0,17   1,00   0,00 1,00 0,00
  2261795 7229  53,18792 -27,78481 3,3284   0,0007 2   47,52  13,05 -18,067 0,214 41,85  0,44  387,33    4,26400000e+01  34,58   547,28  0,13  0,30   4,57   1,29 0,30 0,00
  2271796 7238  53,14662 -27,77949 3,3235   0,0055 3  104,06  47,99 -17,358 0,470 41,90  0,35    0,00    0,00000000e+00 338,43    53,06  0,12  0,05   1,44   0,44 1,00 0,00
  2281797 6486  53,14731 -27,77338 3,3240   0,0040 2   92,01   0,00 -16,454 0,000 41,49  0,76    0,00    0,00000000e+00 201,84    84,22  0,17  0,10   1,00   0,00 1,00 0,00
  2301799 2522  53,13326 -27,78966 3,3266   0,0008 3   89,01  21,09 -17,950 0,220 42,07  0,28  511,20    6,18600000e+01 260,35    33,56  0,11  0,04   4,70   1,52 0,19 0,11
  2331802    0  53,16283 -27,77185 3,3232   0,0009 3 2964,33   0,00 -16,546 0,000 43,03  0,13  675,40    5,19800000e+01 371,24   112,94  0,20  0,09   1,00   0,00 1,00 0,00
  2341804 1445  53,14603 -27,79158 3,3300   0,0052 3   41,03   3,25 -19,702 0,050 42,44  0,15    0,00    0,00000000e+00 375,59    22,49  0,17  0,04   3,01   0,10 0,60 0,03
  2351805 2277  53,13599 -27,77708 3,3318   0,0011 3   99,23  17,60 -18,372 0,171 42,29  0,18  389,76    1,21820000e+02 311,05    45,85  0,16  0,04   2,90   0,59 0,42 0,11
  2361806 6386  53,16458 -27,81939 3,3308   0,0008 3   30,30   4,48 -19,947 0,004 42,40  0,34  687,01    4,14300000e+01 368,22    47,06  0,09  0,04   3,91   0,46 0,60 0,04
  2371807    0  53,13073 -27,78172 3,3296   0,0029 1   11,22  11,21 -17,478 0,252 40,98  2,24    0,00    0,00000000e+00 153,22   149,31  0,29  0,12   1,00   0,00 1,00 0,00
  2391809 7231  53,16472 -27,81380 3,3326   0,0029 2   52,83  34,90 -17,223 0,651 41,55  0,62    0,00    0,00000000e+00 175,12    69,46  0,21  0,07   1,00   0,00 1,00 0,00
  2421845    0  53,16135 -27,81031 3,3313   0,0278 2   22,62   6,53 -18,518 0,126 41,70  0,61    0,00    0,00000000e+00 404,05   101,53  0,05  0,10   5,64   0,59 0,50 0,00
  2441849 5566  53,15508 -27,79420 3,3356   0,0043 2   65,81   0,00 -16,075 0,000 41,19  0,95    0,00    0,00000000e+00 189,06    88,32  0,15  0,11   1,00   0,00 1,00 0,00
  2451850    0  53,12864 -27,78661 3,3348   0,0057 2   20,37  11,74 -17,671 0,315 41,32  1,15    0,00    0,00000000e+00 226,46   113,80  0,08  0,36   1,00   0,00 1,00 0,00
  2461851 5440  53,15000 -27,76622 3,3350   0,0697 1   51,37   0,00 -16,317 0,000 41,18  1,51    0,00    0,00000000e+00 251,62   120,12 -0,01  0,15   1,00   0,00 1,00 0,00
